recording_id,spectrogram_path,spectrogram_path.1,duration_sec,low_freq_hz,peak_freq_hz,high_freq_hz,peak_amplitude_db,snr_db,latitude,longitude,ibra_bioregion,habitat,date,time_local,season,temp_celcius,humidity,sex,age_class,timestamp,hour,month,spec_fullpath,label,file_exists,label_idx,cnn_pred,cnn_conf,crnn_pred,crnn_conf,cluster_km
19-audio-846825371__chunk002,spectrograms/Lophochroa_leadbeateri/19-audio-846825371__chunk002__mel.png,spectrograms/Lophochroa_leadbeateri/19-audio-846825371__chunk002__mel.png,5,1053.9,1450.7,1721.1,72.8,17.1,-18.1872,123.68854,Channel Country,Eucalypt open woodland,19/06/2023,10:46,Autumn,26.0,32.7,Female,Juvenile,2023-06-19 10:46:00,10,6,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\19-audio-846825371__chunk002__mel.png,Channel Country,True,2,Central Ranges,0.33335215,Great Victoria Desert,0.2818543,0
19-audio-846825371__chunk003,spectrograms/Lophochroa_leadbeateri/19-audio-846825371__chunk003__mel.png,spectrograms/Lophochroa_leadbeateri/19-audio-846825371__chunk003__mel.png,5,598.8,833.8,1277.5,62.6,21.6,-25.56407,125.87891,Channel Country,Eucalypt open woodland,19/06/2023,15:25,Autumn,26.7,26.5,Female,Juvenile,2023-06-19 15:25:00,15,6,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\19-audio-846825371__chunk003__mel.png,Channel Country,True,2,Burt Plain,0.36868358,Great Victoria Desert,0.35552567,0
19-audio-846825371__chunk004,spectrograms/Lophochroa_leadbeateri/19-audio-846825371__chunk004__mel.png,spectrograms/Lophochroa_leadbeateri/19-audio-846825371__chunk004__mel.png,5,1010.6,1396.1,1715.6,73.4,10.8,-18.76272,129.06473,Channel Country,Eucalypt open woodland,19/06/2023,17:56,Autumn,22.3,12.3,Female,Juvenile,2023-06-19 17:56:00,17,6,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\19-audio-846825371__chunk004__mel.png,Channel Country,True,2,Burt Plain,0.40309706,Great Victoria Desert,0.27400035,0
19-audio-846825371__chunk005,spectrograms/Lophochroa_leadbeateri/19-audio-846825371__chunk005__mel.png,spectrograms/Lophochroa_leadbeateri/19-audio-846825371__chunk005__mel.png,5,924.7,1075.1,1573.1,57.0,12.8,-25.58433,124.32254,Channel Country,Eucalypt open woodland,19/06/2023,7:07,Autumn,25.4,40.7,Female,Juvenile,2023-06-19 07:07:00,7,6,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\19-audio-846825371__chunk005__mel.png,Channel Country,True,2,Burt Plain,0.36548376,Great Victoria Desert,0.36884338,0
19-audio-846825371__chunk006,spectrograms/Lophochroa_leadbeateri/19-audio-846825371__chunk006__mel.png,spectrograms/Lophochroa_leadbeateri/19-audio-846825371__chunk006__mel.png,5,2629.9,3130.7,3855.2,85.7,18.8,-28.70864,127.85617,Channel Country,Eucalypt open woodland,19/06/2023,17:43,Autumn,22.9,66.2,Female,Juvenile,2023-06-19 17:43:00,17,6,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\19-audio-846825371__chunk006__mel.png,Channel Country,True,2,Burt Plain,0.3254201,Great Victoria Desert,0.364407,0
19-audio-846825371__chunk007,spectrograms/Lophochroa_leadbeateri/19-audio-846825371__chunk007__mel.png,spectrograms/Lophochroa_leadbeateri/19-audio-846825371__chunk007__mel.png,5,962.4,1216.4,1538.8,52.4,23.6,-26.4699,134.28647,Channel Country,Eucalypt open woodland,19/06/2023,7:05,Autumn,19.2,25.0,Female,Juvenile,2023-06-19 07:05:00,7,6,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\19-audio-846825371__chunk007__mel.png,Channel Country,True,2,Simpson Strzelecki Dunefields,0.37459886,Great Victoria Desert,0.36180496,0
19-audio-846825371__chunk008,spectrograms/Lophochroa_leadbeateri/19-audio-846825371__chunk008__mel.png,spectrograms/Lophochroa_leadbeateri/19-audio-846825371__chunk008__mel.png,5,150.0,345.9,1929.9,56.5,15.4,-23.09028,132.30344,Channel Country,Eucalypt open woodland,19/06/2023,7:01,Autumn,33.9,34.0,Female,Juvenile,2023-06-19 07:01:00,7,6,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\19-audio-846825371__chunk008__mel.png,Channel Country,True,2,Simpson Strzelecki Dunefields,0.2606968,Great Victoria Desert,0.37181443,0
19-audio-846825371__chunk009,spectrograms/Lophochroa_leadbeateri/19-audio-846825371__chunk009__mel.png,spectrograms/Lophochroa_leadbeateri/19-audio-846825371__chunk009__mel.png,5,382.9,702.2,1022.0,50.9,14.1,-23.0505,136.09229,Channel Country,Eucalypt open woodland,19/06/2023,7:57,Autumn,27.2,74.1,Female,Juvenile,2023-06-19 07:57:00,7,6,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\19-audio-846825371__chunk009__mel.png,Channel Country,True,2,Burt Plain,0.60879743,Great Victoria Desert,0.22355846,0
19-audio-846825371__chunk010,spectrograms/Lophochroa_leadbeateri/19-audio-846825371__chunk010__mel.png,spectrograms/Lophochroa_leadbeateri/19-audio-846825371__chunk010__mel.png,5,1644.0,2058.2,2967.4,93.1,17.7,-24.54189,133.39252,Channel Country,Eucalypt open woodland,19/06/2023,9:02,Autumn,31.9,26.8,Female,Juvenile,2023-06-19 09:02:00,9,6,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\19-audio-846825371__chunk010__mel.png,Channel Country,True,2,Burt Plain,0.75543195,Great Victoria Desert,0.27550334,1
20-audio-2524705197__chunk000,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk000__mel.png,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk000__mel.png,5,593.6,940.7,1280.2,74.4,17.4,-20.88845,123.52675,Central Ranges,Chenopod shrubland,29/07/2023,12:46,Autumn,22.2,79.5,Male,Adult,2023-07-29 12:46:00,12,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk000__mel.png,Central Ranges,True,1,Burt Plain,0.4736951,Great Victoria Desert,0.39879647,0
20-audio-2524705197__chunk001,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk001__mel.png,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk001__mel.png,5,2284.9,2710.3,3407.6,81.1,12.2,-19.8886,122.55607,Central Ranges,Chenopod shrubland,29/07/2023,10:33,Autumn,31.2,15.7,Male,Adult,2023-07-29 10:33:00,10,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk001__mel.png,Central Ranges,True,1,Burt Plain,0.80861974,Great Victoria Desert,0.34455672,1
20-audio-2524705197__chunk002,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk002__mel.png,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk002__mel.png,5,598.8,833.8,1277.5,62.6,21.6,-25.56407,125.87891,Central Ranges,Chenopod shrubland,29/07/2023,15:25,Autumn,26.7,26.5,Male,Adult,2023-07-29 15:25:00,15,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk002__mel.png,Central Ranges,True,1,Burt Plain,0.58199584,Great Victoria Desert,0.39288718,1
20-audio-2524705197__chunk003,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk003__mel.png,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk003__mel.png,5,233.1,397.6,1957.0,55.1,16.0,-22.46139,125.45458,Central Ranges,Chenopod shrubland,29/07/2023,7:27,Autumn,30.9,31.3,Male,Adult,2023-07-29 07:27:00,7,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk003__mel.png,Central Ranges,True,1,Burt Plain,0.6828232,Great Victoria Desert,0.4038505,1
20-audio-2524705197__chunk004,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk004__mel.png,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk004__mel.png,5,1045.8,1423.7,1686.6,68.0,14.0,-23.51181,138.8985,Central Ranges,Chenopod shrubland,29/07/2023,9:49,Autumn,21.2,33.6,Male,Adult,2023-07-29 09:49:00,9,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk004__mel.png,Central Ranges,True,1,Burt Plain,0.98401535,Great Victoria Desert,0.3844929,1
20-audio-2524705197__chunk005,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk005__mel.png,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk005__mel.png,5,919.2,1276.6,1754.9,65.4,20.3,-22.50839,131.41563,Central Ranges,Chenopod shrubland,29/07/2023,7:38,Autumn,28.3,82.1,Male,Adult,2023-07-29 07:38:00,7,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk005__mel.png,Central Ranges,True,1,Burt Plain,0.93138415,Great Victoria Desert,0.41232222,1
20-audio-2524705197__chunk006,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk006__mel.png,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk006__mel.png,5,598.8,833.8,1277.5,62.6,21.6,-25.56407,125.87891,Central Ranges,Chenopod shrubland,29/07/2023,15:25,Autumn,26.7,26.5,Male,Adult,2023-07-29 15:25:00,15,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk006__mel.png,Central Ranges,True,1,Burt Plain,0.77802885,Great Victoria Desert,0.37637326,1
20-audio-2524705197__chunk007,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk007__mel.png,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk007__mel.png,5,150.0,345.9,1929.9,56.5,15.4,-23.09028,132.30344,Central Ranges,Chenopod shrubland,29/07/2023,7:01,Autumn,33.9,34.0,Male,Adult,2023-07-29 07:01:00,7,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk007__mel.png,Central Ranges,True,1,Burt Plain,0.5394818,Great Victoria Desert,0.35194135,0
20-audio-2524705197__chunk008,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk008__mel.png,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk008__mel.png,5,363.4,647.1,960.1,65.5,12.5,-25.53582,131.40052,Central Ranges,Chenopod shrubland,29/07/2023,8:00,Autumn,25.3,25.8,Male,Adult,2023-07-29 08:00:00,8,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk008__mel.png,Central Ranges,True,1,Burt Plain,0.3276054,Great Victoria Desert,0.35336107,0
20-audio-2524705197__chunk009,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk009__mel.png,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk009__mel.png,5,1752.4,2028.1,2599.7,99.3,9.1,-19.85776,134.74119,Central Ranges,Chenopod shrubland,29/07/2023,16:37,Autumn,31.0,73.5,Male,Adult,2023-07-29 16:37:00,16,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk009__mel.png,Central Ranges,True,1,Burt Plain,0.3742197,Great Victoria Desert,0.3731114,0
20-audio-2524705197__chunk010,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk010__mel.png,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk010__mel.png,5,1376.1,1602.5,2006.1,62.1,20.2,-30.81709,138.84692,Central Ranges,Chenopod shrubland,29/07/2023,6:55,Autumn,19.0,70.5,Male,Adult,2023-07-29 06:55:00,6,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk010__mel.png,Central Ranges,True,1,Burt Plain,0.6770925,Great Victoria Desert,0.34242892,0
20-audio-2524705197__chunk011,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk011__mel.png,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk011__mel.png,5,755.1,969.5,1337.9,61.1,14.2,-27.32218,125.1139,Central Ranges,Chenopod shrubland,29/07/2023,9:23,Autumn,15.0,13.1,Male,Adult,2023-07-29 09:23:00,9,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk011__mel.png,Central Ranges,True,1,Central Ranges,0.84736866,Great Victoria Desert,0.4044933,0
20-audio-2524705197__chunk012,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk012__mel.png,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk012__mel.png,5,223.9,460.4,1563.2,47.4,8.0,-21.87641,129.00374,Central Ranges,Chenopod shrubland,29/07/2023,8:00,Autumn,23.3,67.2,Male,Adult,2023-07-29 08:00:00,8,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk012__mel.png,Central Ranges,True,1,Central Ranges,0.37943733,Great Victoria Desert,0.36710528,0
20-audio-2524705197__chunk013,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk013__mel.png,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk013__mel.png,5,2610.5,2949.7,3861.7,86.0,15.1,-26.44284,126.94685,Central Ranges,Chenopod shrubland,29/07/2023,17:24,Autumn,19.3,18.2,Male,Adult,2023-07-29 17:24:00,17,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk013__mel.png,Central Ranges,True,1,Central Ranges,0.33531678,Great Victoria Desert,0.38511437,0
20-audio-2524705197__chunk014,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk014__mel.png,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk014__mel.png,5,301.6,674.3,2189.1,58.0,9.8,-21.19183,133.9099,Central Ranges,Chenopod shrubland,29/07/2023,10:13,Autumn,28.6,66.5,Male,Adult,2023-07-29 10:13:00,10,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk014__mel.png,Central Ranges,True,1,Central Ranges,0.4136224,Great Victoria Desert,0.3969622,1
20-audio-2524705197__chunk015,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk015__mel.png,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk015__mel.png,5,286.5,606.6,997.8,53.0,19.6,-22.39465,122.22145,Central Ranges,Chenopod shrubland,29/07/2023,11:21,Autumn,16.4,33.6,Male,Adult,2023-07-29 11:21:00,11,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk015__mel.png,Central Ranges,True,1,Central Ranges,0.2974088,Great Victoria Desert,0.38642493,0
20-audio-2524705197__chunk016,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk016__mel.png,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk016__mel.png,5,286.5,606.6,997.8,53.0,19.6,-22.39465,122.22145,Central Ranges,Chenopod shrubland,29/07/2023,11:21,Autumn,16.4,33.6,Male,Adult,2023-07-29 11:21:00,11,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk016__mel.png,Central Ranges,True,1,Central Ranges,0.4059247,Great Victoria Desert,0.36759534,0
20-audio-2524705197__chunk017,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk017__mel.png,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk017__mel.png,5,1644.0,2058.2,2967.4,93.1,17.7,-24.54189,133.39252,Central Ranges,Chenopod shrubland,29/07/2023,9:02,Autumn,31.9,26.8,Male,Adult,2023-07-29 09:02:00,9,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk017__mel.png,Central Ranges,True,1,Central Ranges,0.3710053,Great Victoria Desert,0.3533042,0
20-audio-2524705197__chunk018,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk018__mel.png,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk018__mel.png,5,166.7,318.1,1159.4,60.1,15.6,-28.66026,137.28936,Central Ranges,Chenopod shrubland,29/07/2023,5:48,Autumn,30.5,79.7,Male,Adult,2023-07-29 05:48:00,5,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk018__mel.png,Central Ranges,True,1,Burt Plain,0.28721273,Great Victoria Desert,0.32977572,0
20-audio-2524705197__chunk019,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk019__mel.png,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk019__mel.png,5,1092.0,1456.6,1748.6,63.2,22.1,-20.47626,131.70095,Central Ranges,Chenopod shrubland,29/07/2023,16:28,Autumn,34.3,40.8,Male,Adult,2023-07-29 16:28:00,16,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk019__mel.png,Central Ranges,True,1,Central Ranges,0.3681817,Great Victoria Desert,0.37062305,0
20-audio-2524705197__chunk020,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk020__mel.png,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk020__mel.png,5,905.0,1165.4,1549.1,75.6,11.7,-18.04151,137.8256,Central Ranges,Chenopod shrubland,29/07/2023,8:58,Autumn,28.8,19.8,Male,Adult,2023-07-29 08:58:00,8,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk020__mel.png,Central Ranges,True,1,Central Ranges,0.3586318,Great Victoria Desert,0.386423,0
20-audio-2524705197__chunk021,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk021__mel.png,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk021__mel.png,5,1163.8,1476.3,1732.9,76.4,21.9,-25.05016,130.38363,Central Ranges,Chenopod shrubland,29/07/2023,5:04,Autumn,27.5,36.1,Male,Adult,2023-07-29 05:04:00,5,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk021__mel.png,Central Ranges,True,1,Burt Plain,0.24775828,Great Victoria Desert,0.303088,0
20-audio-2524705197__chunk022,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk022__mel.png,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk022__mel.png,5,1175.1,1326.9,1583.4,50.8,13.4,-23.31791,126.3495,Central Ranges,Chenopod shrubland,29/07/2023,12:58,Autumn,19.9,74.0,Male,Adult,2023-07-29 12:58:00,12,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk022__mel.png,Central Ranges,True,1,Burt Plain,0.3037999,Great Victoria Desert,0.34477526,0
20-audio-2524705197__chunk023,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk023__mel.png,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk023__mel.png,5,593.6,940.7,1280.2,74.4,17.4,-20.88845,123.52675,Central Ranges,Chenopod shrubland,29/07/2023,12:46,Autumn,22.2,79.5,Male,Adult,2023-07-29 12:46:00,12,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk023__mel.png,Central Ranges,True,1,Central Ranges,0.3186522,Great Victoria Desert,0.3642412,0
20-audio-2524705197__chunk024,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk024__mel.png,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk024__mel.png,5,872.0,1267.9,1738.8,66.6,20.8,-27.28401,132.91453,Central Ranges,Chenopod shrubland,29/07/2023,14:13,Autumn,21.6,13.8,Male,Adult,2023-07-29 14:13:00,14,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk024__mel.png,Central Ranges,True,1,Central Ranges,0.28435102,Great Victoria Desert,0.3126507,0
20-audio-2524705197__chunk025,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk025__mel.png,spectrograms/Lophochroa_leadbeateri/20-audio-2524705197__chunk025__mel.png,5,522.0,913.7,1210.1,75.7,11.2,-25.18678,130.83273,Central Ranges,Chenopod shrubland,29/07/2023,18:07,Autumn,20.1,46.6,Male,Adult,2023-07-29 18:07:00,18,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk025__mel.png,Central Ranges,True,1,Burt Plain,0.82107085,Great Victoria Desert,0.32202068,1
21-audio-4254968435__chunk000,spectrograms/Lophochroa_leadbeateri/21-audio-4254968435__chunk000__mel.png,spectrograms/Lophochroa_leadbeateri/21-audio-4254968435__chunk000__mel.png,5,1783.0,2227.4,3008.2,88.2,12.9,-28.9532,132.58951,MacDonnell Ranges,Acacia shrubland,21/07/2024,9:26,Autumn,23.2,42.5,Unknown,Unknown,2024-07-21 09:26:00,9,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\21-audio-4254968435__chunk000__mel.png,MacDonnell Ranges,True,6,MacDonnell Ranges,0.47052214,Murray-Darling Depression,0.3404032,0
22-audio-69259617__chunk000,spectrograms/Lophochroa_leadbeateri/22-audio-69259617__chunk000__mel.png,spectrograms/Lophochroa_leadbeateri/22-audio-69259617__chunk000__mel.png,5,751.3,1025.9,1288.1,62.4,19.5,-22.01439,135.92697,MacDonnell Ranges,Acacia shrubland,21/07/2024,17:06,Autumn,18.3,70.5,Unknown,Unknown,2024-07-21 17:06:00,17,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\22-audio-69259617__chunk000__mel.png,MacDonnell Ranges,True,6,MacDonnell Ranges,0.52687335,Great Victoria Desert,0.23822883,0
22-audio-69259617__chunk001,spectrograms/Lophochroa_leadbeateri/22-audio-69259617__chunk001__mel.png,spectrograms/Lophochroa_leadbeateri/22-audio-69259617__chunk001__mel.png,5,1054.8,1425.0,1633.7,63.6,13.6,-28.50857,132.28219,MacDonnell Ranges,Acacia shrubland,21/07/2024,10:49,Autumn,21.4,39.3,Unknown,Unknown,2024-07-21 10:49:00,10,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\22-audio-69259617__chunk001__mel.png,MacDonnell Ranges,True,6,Simpson Strzelecki Dunefields,0.44562647,Channel Country,0.23245978,0
22-audio-69259617__chunk002,spectrograms/Lophochroa_leadbeateri/22-audio-69259617__chunk002__mel.png,spectrograms/Lophochroa_leadbeateri/22-audio-69259617__chunk002__mel.png,5,724.0,1070.4,1456.5,61.9,21.9,-19.35341,134.97253,MacDonnell Ranges,Acacia shrubland,21/07/2024,18:29,Autumn,24.2,75.3,Unknown,Unknown,2024-07-21 18:29:00,18,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\22-audio-69259617__chunk002__mel.png,MacDonnell Ranges,True,6,Channel Country,0.24769637,Channel Country,0.26073167,0
22-audio-69259617__chunk003,spectrograms/Lophochroa_leadbeateri/22-audio-69259617__chunk003__mel.png,spectrograms/Lophochroa_leadbeateri/22-audio-69259617__chunk003__mel.png,5,614.6,921.5,1320.2,79.2,10.6,-22.11884,127.43177,MacDonnell Ranges,Acacia shrubland,21/07/2024,17:38,Autumn,24.5,80.3,Unknown,Unknown,2024-07-21 17:38:00,17,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\22-audio-69259617__chunk003__mel.png,MacDonnell Ranges,True,6,Burt Plain,0.56904566,Great Victoria Desert,0.38011712,0
22-audio-69259617__chunk004,spectrograms/Lophochroa_leadbeateri/22-audio-69259617__chunk004__mel.png,spectrograms/Lophochroa_leadbeateri/22-audio-69259617__chunk004__mel.png,5,1116.2,1461.6,1903.8,62.4,22.8,-28.777,122.67343,MacDonnell Ranges,Acacia shrubland,21/07/2024,12:46,Autumn,38.8,72.6,Unknown,Unknown,2024-07-21 12:46:00,12,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\22-audio-69259617__chunk004__mel.png,MacDonnell Ranges,True,6,Burt Plain,0.7563271,Great Victoria Desert,0.18763871,1
23-audio-1624911151__chunk000,spectrograms/Lophochroa_leadbeateri/23-audio-1624911151__chunk000__mel.png,spectrograms/Lophochroa_leadbeateri/23-audio-1624911151__chunk000__mel.png,5,194.3,388.1,1846.6,55.0,17.9,-30.07904,133.76372,Channel Country,Eucalypt open woodland,19/06/2023,11:16,Autumn,26.7,75.9,Female,Adult,2023-06-19 11:16:00,11,6,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\23-audio-1624911151__chunk000__mel.png,Channel Country,True,2,Mitchell Grass Downs,0.2934022,Central Ranges,0.32275254,0
23-audio-1624911151__chunk001,spectrograms/Lophochroa_leadbeateri/23-audio-1624911151__chunk001__mel.png,spectrograms/Lophochroa_leadbeateri/23-audio-1624911151__chunk001__mel.png,5,528.3,772.8,2189.5,58.5,8.2,-27.50972,133.75745,Channel Country,Eucalypt open woodland,19/06/2023,14:25,Autumn,30.9,28.7,Female,Adult,2023-06-19 14:25:00,14,6,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\23-audio-1624911151__chunk001__mel.png,Channel Country,True,2,Finke,0.2869799,Central Ranges,0.19532186,0
23-audio-1624911151__chunk002,spectrograms/Lophochroa_leadbeateri/23-audio-1624911151__chunk002__mel.png,spectrograms/Lophochroa_leadbeateri/23-audio-1624911151__chunk002__mel.png,5,202.1,480.3,1869.7,67.2,17.1,-24.94914,131.36495,Channel Country,Eucalypt open woodland,19/06/2023,16:11,Autumn,28.6,73.1,Female,Adult,2023-06-19 16:11:00,16,6,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\23-audio-1624911151__chunk002__mel.png,Channel Country,True,2,Finke,0.33621973,Channel Country,0.16494222,0
23-audio-1624911151__chunk003,spectrograms/Lophochroa_leadbeateri/23-audio-1624911151__chunk003__mel.png,spectrograms/Lophochroa_leadbeateri/23-audio-1624911151__chunk003__mel.png,5,220.3,561.3,2000.7,57.3,13.2,-18.96269,124.1552,Channel Country,Eucalypt open woodland,19/06/2023,6:38,Autumn,34.9,60.0,Female,Adult,2023-06-19 06:38:00,6,6,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\23-audio-1624911151__chunk003__mel.png,Channel Country,True,2,Channel Country,0.56920344,Murray-Darling Depression,0.30982476,0
