spec_fullpath,label,ibra_bioregion,recording_id,time_local,longitude,latitude,__dummy__,cluster_km,cluster_hdb
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk011__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk011,6:05,127.71744,-26.20363,0,0,-1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk012__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk012,5:00,122.95053,-31.05474,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk013__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk013,18:57,132.34769,-30.0845,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk014__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk014,5:00,122.95053,-31.05474,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk015__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk015,10:10,127.45336,-25.8565,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk016__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk016,15:55,124.30928,-21.36046,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk017__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk017,15:52,124.57439,-28.62841,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk018__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk018,16:01,127.69185,-22.86594,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk019__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk019,16:09,136.92972,-30.47198,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk020__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk020,13:25,129.36452,-23.86615,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk021__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk021,15:53,125.56058,-27.42834,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk022__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk022,8:58,137.8256,-18.04151,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk023__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk023,13:20,122.32689,-20.29257,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk024__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk024,13:22,127.53563,-25.7251,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk025__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk025,11:21,138.53829,-28.44031,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk026__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk026,8:09,123.95583,-20.28742,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk027__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk027,8:58,137.8256,-18.04151,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk028__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk028,8:58,137.8256,-18.04151,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk029__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk029,12:57,130.11884,-27.39033,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk030__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk030,6:28,131.5654,-25.01656,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk031__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk031,9:14,133.87992,-24.56021,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk032__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk032,5:48,137.28936,-28.66026,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk033__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk033,8:32,124.9756,-24.4069,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk034__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk034,15:25,125.87891,-25.56407,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk035__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk035,18:03,133.15403,-26.0808,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk036__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk036,9:04,125.55801,-29.83808,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk037__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk037,5:29,133.01998,-18.97042,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk038__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk038,11:21,122.22145,-22.39465,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk039__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk039,5:29,133.01998,-18.97042,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk040__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk040,17:11,133.73005,-30.86971,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk041__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk041,17:57,125.07067,-23.77298,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk042__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk042,7:59,134.23149,-29.26319,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk043__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk043,11:01,126.76276,-18.49674,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk044__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk044,11:21,138.53829,-28.44031,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk045__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk045,17:24,126.94685,-26.44284,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk046__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk046,16:46,136.05046,-25.96142,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk047__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk047,10:33,132.21407,-19.17957,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk048__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk048,5:00,122.95053,-31.05474,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk049__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk049,18:45,132.15907,-25.25531,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk050__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk050,11:21,138.53829,-28.44031,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk051__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk051,18:57,132.34769,-30.0845,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk052__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk052,6:57,123.90615,-23.12435,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk053__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk053,18:56,139.25173,-26.89113,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk054__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk054,6:46,127.55,-28.17198,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk055__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk055,10:03,126.33356,-20.5122,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk056__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk056,18:45,132.15907,-25.25531,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk057__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk057,12:51,136.87901,-21.38926,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk058__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk058,18:45,132.15907,-25.25531,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk059__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk059,16:06,135.51509,-23.28208,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk060__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk060,18:45,132.15907,-25.25531,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk061__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk061,13:10,133.29156,-25.9507,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk062__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk062,6:46,127.55,-28.17198,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk063__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk063,17:43,127.85617,-28.70864,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk064__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk064,12:35,125.6454,-19.25542,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk065__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk065,9:04,125.55801,-29.83808,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk066__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk066,14:13,132.91453,-27.28401,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk067__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk067,11:33,139.66497,-31.28833,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk068__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk068,6:46,127.55,-28.17198,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk069__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk069,11:20,122.31804,-29.17229,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk070__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk070,7:05,134.28647,-26.4699,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk071__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk071,9:52,139.07918,-19.90208,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk072__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk072,7:38,131.41563,-22.50839,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk073__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk073,9:23,125.1139,-27.32218,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk074__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk074,6:38,124.1552,-18.96269,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk075__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk075,12:14,128.82295,-19.70288,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk076__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk076,17:11,133.73005,-30.86971,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk077__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk077,7:55,125.94541,-26.84934,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk078__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk078,11:42,129.38088,-29.26306,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk079__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk079,8:20,124.12119,-27.97003,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk080__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk080,16:28,131.70095,-20.47626,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk081__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk081,14:25,133.75745,-27.50972,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk082__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk082,15:24,125.67915,-30.60193,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk083__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk083,10:55,125.17441,-20.34459,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk084__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk084,17:57,125.07067,-23.77298,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk085__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk085,10:33,122.55607,-19.8886,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk086__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk086,14:13,132.91453,-27.28401,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk087__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk087,14:01,126.32407,-25.60967,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk088__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk088,14:13,132.91453,-27.28401,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk089__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk089,10:33,122.55607,-19.8886,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk090__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk090,5:00,122.95053,-31.05474,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk091__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk091,18:57,132.34769,-30.0845,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk092__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk092,15:25,125.87891,-25.56407,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk093__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk093,18:56,139.25173,-26.89113,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk094__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk094,7:07,124.32254,-25.58433,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk095__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk095,8:42,128.43265,-31.22621,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk096__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk096,9:04,125.55801,-29.83808,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk097__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk097,10:33,138.69613,-30.26745,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk098__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk098,6:10,130.87922,-23.78977,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk099__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk099,11:16,133.76372,-30.07904,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk100__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk100,5:37,124.96294,-18.89539,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk101__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk101,8:20,124.12119,-27.97003,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk102__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk102,14:01,126.32407,-25.60967,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk103__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk103,18:30,131.65678,-25.04773,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk104__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk104,14:57,130.29385,-31.32003,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk105__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk105,18:45,132.15907,-25.25531,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk106__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk106,13:10,133.29156,-25.9507,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk107__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk107,9:04,125.55801,-29.83808,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk108__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk108,12:46,123.52675,-20.88845,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk109__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk109,6:22,135.58232,-21.78259,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk110__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk110,16:11,131.36495,-24.94914,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk111__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk111,17:14,132.78889,-29.49024,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk112__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk112,11:16,133.76372,-30.07904,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk113__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk113,14:13,132.91453,-27.28401,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk114__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk114,12:46,123.52675,-20.88845,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk115__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk115,10:03,126.33356,-20.5122,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk116__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk116,10:33,122.55607,-19.8886,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk117__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk117,17:43,127.85617,-28.70864,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk118__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk118,11:45,134.68709,-18.39475,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\18-audio-4289194904__chunk000__mel.png,Murray-Darling Depression,Murray-Darling Depression,18-audio-4289194904__chunk000,17:11,133.73005,-30.86971,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\18-audio-4289194904__chunk001__mel.png,Murray-Darling Depression,Murray-Darling Depression,18-audio-4289194904__chunk001,8:32,124.9756,-24.4069,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\18-audio-4289194904__chunk002__mel.png,Murray-Darling Depression,Murray-Darling Depression,18-audio-4289194904__chunk002,18:45,132.15907,-25.25531,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\18-audio-4289194904__chunk003__mel.png,Murray-Darling Depression,Murray-Darling Depression,18-audio-4289194904__chunk003,8:42,128.43265,-31.22621,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\18-audio-4289194904__chunk004__mel.png,Murray-Darling Depression,Murray-Darling Depression,18-audio-4289194904__chunk004,9:14,133.87992,-24.56021,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\18-audio-4289194904__chunk005__mel.png,Murray-Darling Depression,Murray-Darling Depression,18-audio-4289194904__chunk005,18:30,131.65678,-25.04773,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\19-audio-846825371__chunk000__mel.png,Channel Country,Channel Country,19-audio-846825371__chunk000,11:16,133.76372,-30.07904,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\19-audio-846825371__chunk001__mel.png,Channel Country,Channel Country,19-audio-846825371__chunk001,10:55,125.17441,-20.34459,0,1,0
