recording_id,spectrogram_path,spectrogram_path.1,duration_sec,low_freq_hz,peak_freq_hz,high_freq_hz,peak_amplitude_db,snr_db,latitude,longitude,ibra_bioregion,habitat,date,time_local,season,temp_celcius,humidity,sex,age_class,timestamp,hour,month,spec_fullpath,label,label_idx,cnn_pred,cnn_conf,crnn_pred,crnn_conf,dummy,PC1,PC2
17-audio-8900378827__chunk064,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk064__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk064__mel.png,5,1409.9,1719.9,2203.1,85.7,16.1,-19.25542,125.6454,Burt Plain,Eucalypt open woodland,17/11/2023,12:35,Spring,13.4,81.6,Male,Adult,2023-11-17 12:35:00,12,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk064__mel.png,Burt Plain,0,Burt Plain,0.98160285,Great Victoria Desert,0.31075975,0,8.1479,1.6478794
17-audio-8900378827__chunk065,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk065__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk065__mel.png,5,2212.5,2770.4,3333.9,82.2,19.5,-29.83808,125.55801,Burt Plain,Eucalypt open woodland,17/11/2023,9:04,Spring,29.4,76.4,Male,Adult,2023-11-17 09:04:00,9,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk065__mel.png,Burt Plain,0,Burt Plain,0.9797488,Great Victoria Desert,0.28080338,0,8.926266,1.0353945
17-audio-8900378827__chunk066,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk066__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk066__mel.png,5,872.0,1267.9,1738.8,66.6,20.8,-27.28401,132.91453,Burt Plain,Eucalypt open woodland,17/11/2023,14:13,Spring,21.6,13.8,Male,Adult,2023-11-17 14:13:00,14,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk066__mel.png,Burt Plain,0,Burt Plain,0.9767185,Great Victoria Desert,0.2984204,0,9.902907,2.1519475
17-audio-8900378827__chunk067,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk067__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk067__mel.png,5,344.2,510.9,1785.2,50.7,13.7,-31.28833,139.66497,Burt Plain,Eucalypt open woodland,17/11/2023,11:33,Spring,24.2,46.7,Male,Adult,2023-11-17 11:33:00,11,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk067__mel.png,Burt Plain,0,Burt Plain,0.9944581,Murray-Darling Depression,0.30972648,0,11.715343,3.7975676
17-audio-8900378827__chunk068,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk068__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk068__mel.png,5,2433.8,2703.9,3318.5,89.6,9.8,-28.17198,127.55,Burt Plain,Eucalypt open woodland,17/11/2023,6:46,Spring,22.3,63.5,Male,Adult,2023-11-17 06:46:00,6,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk068__mel.png,Burt Plain,0,Burt Plain,0.9991855,Murray-Darling Depression,0.34481177,0,13.322693,5.0826263
17-audio-8900378827__chunk069,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk069__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk069__mel.png,5,1341.3,1640.7,1924.3,68.0,10.9,-29.17229,122.31804,Burt Plain,Eucalypt open woodland,17/11/2023,11:20,Spring,27.1,37.1,Male,Adult,2023-11-17 11:20:00,11,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk069__mel.png,Burt Plain,0,Burt Plain,0.9982773,Murray-Darling Depression,0.329018,0,12.455845,4.3173785
17-audio-8900378827__chunk070,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk070__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk070__mel.png,5,962.4,1216.4,1538.8,52.4,23.6,-26.4699,134.28647,Burt Plain,Eucalypt open woodland,17/11/2023,7:05,Spring,19.2,25.0,Male,Adult,2023-11-17 07:05:00,7,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk070__mel.png,Burt Plain,0,Burt Plain,0.9974916,Murray-Darling Depression,0.33059907,0,12.557517,4.39255
17-audio-8900378827__chunk071,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk071__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk071__mel.png,5,1962.9,2413.3,2934.4,96.0,15.4,-19.90208,139.07918,Burt Plain,Eucalypt open woodland,17/11/2023,9:52,Spring,20.9,28.5,Male,Adult,2023-11-17 09:52:00,9,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk071__mel.png,Burt Plain,0,Burt Plain,0.997872,Murray-Darling Depression,0.31664565,0,11.481179,3.668873
17-audio-8900378827__chunk072,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk072__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk072__mel.png,5,919.2,1276.6,1754.9,65.4,20.3,-22.50839,131.41563,Burt Plain,Eucalypt open woodland,17/11/2023,7:38,Spring,28.3,82.1,Male,Adult,2023-11-17 07:38:00,7,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk072__mel.png,Burt Plain,0,Burt Plain,0.9994136,Murray-Darling Depression,0.4069864,0,14.581597,6.2912903
17-audio-8900378827__chunk073,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk073__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk073__mel.png,5,755.1,969.5,1337.9,61.1,14.2,-27.32218,125.1139,Burt Plain,Eucalypt open woodland,17/11/2023,9:23,Spring,15.0,13.1,Male,Adult,2023-11-17 09:23:00,9,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk073__mel.png,Burt Plain,0,Burt Plain,0.9963201,Murray-Darling Depression,0.294728,0,10.860153,3.0793617
17-audio-8900378827__chunk074,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk074__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk074__mel.png,5,220.3,561.3,2000.7,57.3,13.2,-18.96269,124.1552,Burt Plain,Eucalypt open woodland,17/11/2023,6:38,Spring,34.9,60.0,Male,Adult,2023-11-17 06:38:00,6,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk074__mel.png,Burt Plain,0,Burt Plain,0.970089,Great Victoria Desert,0.29479936,0,9.733597,2.1962721
17-audio-8900378827__chunk075,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk075__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk075__mel.png,5,2395.2,2960.3,3487.6,89.4,16.8,-19.70288,128.82295,Burt Plain,Eucalypt open woodland,17/11/2023,12:14,Spring,33.3,65.4,Male,Adult,2023-11-17 12:14:00,12,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk075__mel.png,Burt Plain,0,Burt Plain,0.98683375,Murray-Darling Depression,0.33491492,0,11.066937,3.4204984
17-audio-8900378827__chunk076,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk076__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk076__mel.png,5,80.0,348.4,1472.4,65.2,17.7,-30.86971,133.73005,Burt Plain,Eucalypt open woodland,17/11/2023,17:11,Spring,24.7,43.3,Male,Adult,2023-11-17 17:11:00,17,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk076__mel.png,Burt Plain,0,Burt Plain,0.8870132,Great Victoria Desert,0.28747413,0,8.9462805,1.6279161
17-audio-8900378827__chunk077,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk077__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk077__mel.png,5,90.6,428.7,1632.1,63.8,11.6,-26.84934,125.94541,Burt Plain,Eucalypt open woodland,17/11/2023,7:55,Spring,26.1,20.7,Male,Adult,2023-11-17 07:55:00,7,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk077__mel.png,Burt Plain,0,Burt Plain,0.7012172,Central Ranges,0.2601322,0,4.9464564,-1.053378
17-audio-8900378827__chunk078,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk078__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk078__mel.png,5,95.7,344.5,1742.2,54.3,8.3,-29.26306,129.38088,Burt Plain,Eucalypt open woodland,17/11/2023,11:42,Spring,17.5,58.9,Male,Adult,2023-11-17 11:42:00,11,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk078__mel.png,Burt Plain,0,Central Ranges,0.19177374,Central Ranges,0.29476777,0,1.028592,-3.6277392
17-audio-8900378827__chunk079,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk079__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk079__mel.png,5,456.5,738.3,2134.2,65.5,15.0,-27.97003,124.12119,Burt Plain,Eucalypt open woodland,17/11/2023,8:20,Spring,26.3,48.9,Male,Adult,2023-11-17 08:20:00,8,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk079__mel.png,Burt Plain,0,Central Ranges,0.22136876,Channel Country,0.28937793,0,-0.7078344,-2.7296796
17-audio-8900378827__chunk080,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk080__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk080__mel.png,5,1092.0,1456.6,1748.6,63.2,22.1,-20.47626,131.70095,Burt Plain,Eucalypt open woodland,17/11/2023,16:28,Spring,34.3,40.8,Male,Adult,2023-11-17 16:28:00,16,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk080__mel.png,Burt Plain,0,Burt Plain,0.49835095,Channel Country,0.28867197,0,2.1570632,-1.6211272
17-audio-8900378827__chunk081,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk081__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk081__mel.png,5,528.3,772.8,2189.5,58.5,8.2,-27.50972,133.75745,Burt Plain,Eucalypt open woodland,17/11/2023,14:25,Spring,30.9,28.7,Male,Adult,2023-11-17 14:25:00,14,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk081__mel.png,Burt Plain,0,Burt Plain,0.3487462,Channel Country,0.24705714,0,0.23083557,-1.506826
17-audio-8900378827__chunk082,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk082__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk082__mel.png,5,842.0,1012.9,1484.1,71.6,22.4,-30.60193,125.67915,Burt Plain,Eucalypt open woodland,17/11/2023,15:24,Spring,24.0,83.5,Male,Adult,2023-11-17 15:24:00,15,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk082__mel.png,Burt Plain,0,Burt Plain,0.33593434,Channel Country,0.26850417,0,2.7760296,-2.2376528
17-audio-8900378827__chunk083,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk083__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk083__mel.png,5,1007.5,1211.7,1677.1,66.6,13.5,-20.34459,125.17441,Burt Plain,Eucalypt open woodland,17/11/2023,10:55,Spring,22.4,48.6,Male,Adult,2023-11-17 10:55:00,10,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk083__mel.png,Burt Plain,0,Burt Plain,0.7587031,Great Victoria Desert,0.23515782,0,4.12785,-1.529944
17-audio-8900378827__chunk084,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk084__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk084__mel.png,5,730.3,1029.1,1361.6,63.2,11.4,-23.77298,125.07067,Burt Plain,Eucalypt open woodland,17/11/2023,17:57,Spring,23.7,37.3,Male,Adult,2023-11-17 17:57:00,17,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk084__mel.png,Burt Plain,0,Burt Plain,0.9935666,Murray-Darling Depression,0.32911265,0,11.306776,3.3002493
17-audio-8900378827__chunk085,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk085__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk085__mel.png,5,2284.9,2710.3,3407.6,81.1,12.2,-19.8886,122.55607,Burt Plain,Eucalypt open woodland,17/11/2023,10:33,Spring,31.2,15.7,Male,Adult,2023-11-17 10:33:00,10,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk085__mel.png,Burt Plain,0,Burt Plain,0.50486207,Channel Country,0.3169363,0,2.1849842,-1.0753155
17-audio-8900378827__chunk086,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk086__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk086__mel.png,5,872.0,1267.9,1738.8,66.6,20.8,-27.28401,132.91453,Burt Plain,Eucalypt open woodland,17/11/2023,14:13,Spring,21.6,13.8,Male,Adult,2023-11-17 14:13:00,14,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk086__mel.png,Burt Plain,0,Burt Plain,0.67025644,Channel Country,0.2497851,0,3.292333,-2.2704
17-audio-8900378827__chunk087,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk087__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk087__mel.png,5,1081.4,1380.4,1809.8,69.1,18.2,-25.60967,126.32407,Burt Plain,Eucalypt open woodland,17/11/2023,14:01,Spring,28.5,30.8,Male,Adult,2023-11-17 14:01:00,14,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk087__mel.png,Burt Plain,0,Burt Plain,0.51241314,Central Ranges,0.269268,0,1.6226071,-2.6468992
17-audio-8900378827__chunk088,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk088__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk088__mel.png,5,872.0,1267.9,1738.8,66.6,20.8,-27.28401,132.91453,Burt Plain,Eucalypt open woodland,17/11/2023,14:13,Spring,21.6,13.8,Male,Adult,2023-11-17 14:13:00,14,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk088__mel.png,Burt Plain,0,Burt Plain,0.6530478,Central Ranges,0.29792213,0,2.639703,-2.3758552
17-audio-8900378827__chunk089,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk089__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk089__mel.png,5,2284.9,2710.3,3407.6,81.1,12.2,-19.8886,122.55607,Burt Plain,Eucalypt open woodland,17/11/2023,10:33,Spring,31.2,15.7,Male,Adult,2023-11-17 10:33:00,10,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk089__mel.png,Burt Plain,0,Burt Plain,0.4389764,Channel Country,0.23159552,0,2.0904505,-3.3774838
17-audio-8900378827__chunk090,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk090__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk090__mel.png,5,610.5,986.3,1205.6,63.1,18.0,-31.05474,122.95053,Burt Plain,Eucalypt open woodland,17/11/2023,5:00,Spring,21.5,68.5,Male,Adult,2023-11-17 05:00:00,5,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk090__mel.png,Burt Plain,0,Burt Plain,0.29589057,Channel Country,0.30611774,0,1.4043721,-2.4967368
17-audio-8900378827__chunk091,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk091__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk091__mel.png,5,307.0,658.8,2257.8,52.4,10.9,-30.0845,132.34769,Burt Plain,Eucalypt open woodland,17/11/2023,18:57,Spring,18.4,55.5,Male,Adult,2023-11-17 18:57:00,18,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk091__mel.png,Burt Plain,0,Central Ranges,0.24259764,Central Ranges,0.33543435,0,0.7832694,-2.63208
17-audio-8900378827__chunk092,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk092__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk092__mel.png,5,598.8,833.8,1277.5,62.6,21.6,-25.56407,125.87891,Burt Plain,Eucalypt open woodland,17/11/2023,15:25,Spring,26.7,26.5,Male,Adult,2023-11-17 15:25:00,15,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk092__mel.png,Burt Plain,0,Burt Plain,0.41053313,Central Ranges,0.25918692,0,1.127848,-0.3338972
17-audio-8900378827__chunk093,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk093__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk093__mel.png,5,1325.1,1599.6,1888.0,73.2,11.7,-26.89113,139.25173,Burt Plain,Eucalypt open woodland,17/11/2023,18:56,Spring,28.6,34.7,Male,Adult,2023-11-17 18:56:00,18,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk093__mel.png,Burt Plain,0,Burt Plain,0.3875141,Central Ranges,0.3286056,0,2.5501463,-2.7941084
17-audio-8900378827__chunk094,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk094__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk094__mel.png,5,924.7,1075.1,1573.1,57.0,12.8,-25.58433,124.32254,Burt Plain,Eucalypt open woodland,17/11/2023,7:07,Spring,25.4,40.7,Male,Adult,2023-11-17 07:07:00,7,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk094__mel.png,Burt Plain,0,Burt Plain,0.9609206,Great Victoria Desert,0.3950867,0,6.807054,-0.9004185
17-audio-8900378827__chunk095,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk095__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk095__mel.png,5,1545.6,1799.4,2715.6,86.4,12.3,-31.22621,128.43265,Burt Plain,Eucalypt open woodland,17/11/2023,8:42,Spring,31.3,27.0,Male,Adult,2023-11-17 08:42:00,8,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk095__mel.png,Burt Plain,0,Burt Plain,0.9782825,Great Victoria Desert,0.38728213,0,7.6722198,1.6644387
17-audio-8900378827__chunk096,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk096__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk096__mel.png,5,2212.5,2770.4,3333.9,82.2,19.5,-29.83808,125.55801,Burt Plain,Eucalypt open woodland,17/11/2023,9:04,Spring,29.4,76.4,Male,Adult,2023-11-17 09:04:00,9,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk096__mel.png,Burt Plain,0,Burt Plain,0.888565,Murray-Darling Depression,0.41220918,0,5.3523326,1.2414683
17-audio-8900378827__chunk097,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk097__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk097__mel.png,5,779.0,1139.8,1568.7,76.3,11.8,-30.26745,138.69613,Burt Plain,Eucalypt open woodland,17/11/2023,10:33,Spring,24.0,47.7,Male,Adult,2023-11-17 10:33:00,10,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk097__mel.png,Burt Plain,0,Burt Plain,0.68145406,Great Victoria Desert,0.33558637,0,4.043134,-0.8602722
17-audio-8900378827__chunk098,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk098__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk098__mel.png,5,592.4,753.6,1739.8,52.3,11.9,-23.78977,130.87922,Burt Plain,Eucalypt open woodland,17/11/2023,6:10,Spring,15.9,73.6,Male,Adult,2023-11-17 06:10:00,6,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk098__mel.png,Burt Plain,0,Burt Plain,0.8850913,Murray-Darling Depression,0.42064026,0,6.0778284,2.2516053
17-audio-8900378827__chunk099,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk099__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk099__mel.png,5,194.3,388.1,1846.6,55.0,17.9,-30.07904,133.76372,Burt Plain,Eucalypt open woodland,17/11/2023,11:16,Spring,26.7,75.9,Male,Adult,2023-11-17 11:16:00,11,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk099__mel.png,Burt Plain,0,Burt Plain,0.90877306,Great Victoria Desert,0.31183177,0,5.9272666,-0.5244011
17-audio-8900378827__chunk100,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk100__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk100__mel.png,5,444.8,785.4,1072.7,62.9,15.3,-18.89539,124.96294,Burt Plain,Eucalypt open woodland,17/11/2023,5:37,Spring,18.6,84.4,Male,Adult,2023-11-17 05:37:00,5,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk100__mel.png,Burt Plain,0,Burt Plain,0.5049695,Murray-Darling Depression,0.32529032,0,1.7128319,-1.2119904
17-audio-8900378827__chunk101,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk101__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk101__mel.png,5,456.5,738.3,2134.2,65.5,15.0,-27.97003,124.12119,Burt Plain,Eucalypt open woodland,17/11/2023,8:20,Spring,26.3,48.9,Male,Adult,2023-11-17 08:20:00,8,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk101__mel.png,Burt Plain,0,Burt Plain,0.8931647,Murray-Darling Depression,0.3682101,0,4.3899884,0.20270155
17-audio-8900378827__chunk102,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk102__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk102__mel.png,5,1081.4,1380.4,1809.8,69.1,18.2,-25.60967,126.32407,Burt Plain,Eucalypt open woodland,17/11/2023,14:01,Spring,28.5,30.8,Male,Adult,2023-11-17 14:01:00,14,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk102__mel.png,Burt Plain,0,Burt Plain,0.740056,Murray-Darling Depression,0.41064924,0,5.3018622,0.45731047
17-audio-8900378827__chunk103,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk103__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk103__mel.png,5,948.1,1261.1,1578.7,63.5,20.8,-25.04773,131.65678,Burt Plain,Eucalypt open woodland,17/11/2023,18:30,Spring,16.5,74.5,Male,Adult,2023-11-17 18:30:00,18,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk103__mel.png,Burt Plain,0,Burt Plain,0.5709002,Murray-Darling Depression,0.34079733,0,3.032527,-1.6213666
17-audio-8900378827__chunk104,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk104__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk104__mel.png,5,999.3,1335.9,1643.0,67.3,23.0,-31.32003,130.29385,Burt Plain,Eucalypt open woodland,17/11/2023,14:57,Spring,26.3,15.5,Male,Adult,2023-11-17 14:57:00,14,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk104__mel.png,Burt Plain,0,Burt Plain,0.7934036,Murray-Darling Depression,0.26283073,0,3.9958813,-1.560249
17-audio-8900378827__chunk105,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk105__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk105__mel.png,5,880.9,1256.6,1531.5,62.0,22.2,-25.25531,132.15907,Burt Plain,Eucalypt open woodland,17/11/2023,18:45,Spring,20.0,43.0,Male,Adult,2023-11-17 18:45:00,18,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk105__mel.png,Burt Plain,0,Burt Plain,0.9506832,Murray-Darling Depression,0.4090023,0,6.487126,0.7529636
17-audio-8900378827__chunk106,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk106__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk106__mel.png,5,835.9,1021.3,1478.3,69.0,21.4,-25.9507,133.29156,Burt Plain,Eucalypt open woodland,17/11/2023,13:10,Spring,24.6,18.2,Male,Adult,2023-11-17 13:10:00,13,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk106__mel.png,Burt Plain,0,Burt Plain,0.9505692,Murray-Darling Depression,0.457577,0,6.8652606,1.4602406
