spec_fullpath,label,ibra_bioregion,recording_id,time_local,longitude,latitude,TSNE1,TSNE2
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk098__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk098,6:10,130.87922,-23.78977,8.094226,25.781279
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk099__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk099,11:16,133.76372,-30.07904,4.562439,28.184483
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk100__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk100,5:37,124.96294,-18.89539,1.9616843,24.541843
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk101__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk101,8:20,124.12119,-27.97003,7.136608,24.254446
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk102__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk102,14:01,126.32407,-25.60967,5.9640617,25.622875
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk103__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk103,18:30,131.65678,-25.04773,3.219012,24.842903
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk104__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk104,14:57,130.29385,-31.32003,3.0804489,25.802084
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk105__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk105,18:45,132.15907,-25.25531,6.450812,27.001091
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk106__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk106,13:10,133.29156,-25.9507,7.4323134,26.594778
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk107__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk107,9:04,125.55801,-29.83808,5.3482485,27.307621
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk108__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk108,12:46,123.52675,-20.88845,8.292218,27.914688
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk109__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk109,6:22,135.58232,-21.78259,2.7783055,23.807926
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk110__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk110,16:11,131.36495,-24.94914,6.933461,28.231985
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk111__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk111,17:14,132.78889,-29.49024,9.867532,27.282293
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk112__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk112,11:16,133.76372,-30.07904,8.549927,26.561996
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk113__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk113,14:13,132.91453,-27.28401,3.9109309,25.908783
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk114__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk114,12:46,123.52675,-20.88845,8.861354,27.468534
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk115__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk115,10:03,126.33356,-20.5122,7.8992295,27.170485
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk116__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk116,10:33,122.55607,-19.8886,7.4152737,25.125042
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk117__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk117,17:43,127.85617,-28.70864,9.223108,26.330393
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk118__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk118,11:45,134.68709,-18.39475,3.0438063,18.134066
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\18-audio-4289194904__chunk000__mel.png,Murray-Darling Depression,Murray-Darling Depression,18-audio-4289194904__chunk000,17:11,133.73005,-30.86971,1.6675453,19.072659
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\18-audio-4289194904__chunk001__mel.png,Murray-Darling Depression,Murray-Darling Depression,18-audio-4289194904__chunk001,8:32,124.9756,-24.4069,8.560809,19.780249
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\18-audio-4289194904__chunk002__mel.png,Murray-Darling Depression,Murray-Darling Depression,18-audio-4289194904__chunk002,18:45,132.15907,-25.25531,33.889763,11.484325
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\18-audio-4289194904__chunk003__mel.png,Murray-Darling Depression,Murray-Darling Depression,18-audio-4289194904__chunk003,8:42,128.43265,-31.22621,38.809055,7.2276025
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\18-audio-4289194904__chunk004__mel.png,Murray-Darling Depression,Murray-Darling Depression,18-audio-4289194904__chunk004,9:14,133.87992,-24.56021,5.594487,26.787617
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\18-audio-4289194904__chunk005__mel.png,Murray-Darling Depression,Murray-Darling Depression,18-audio-4289194904__chunk005,18:30,131.65678,-25.04773,4.349119,22.052975
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\19-audio-846825371__chunk000__mel.png,Channel Country,Channel Country,19-audio-846825371__chunk000,11:16,133.76372,-30.07904,14.003938,0.4332188
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\19-audio-846825371__chunk001__mel.png,Channel Country,Channel Country,19-audio-846825371__chunk001,10:55,125.17441,-20.34459,8.139072,3.2017827
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\19-audio-846825371__chunk002__mel.png,Channel Country,Channel Country,19-audio-846825371__chunk002,10:46,123.68854,-18.1872,3.1941018,-0.17530805
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\19-audio-846825371__chunk003__mel.png,Channel Country,Channel Country,19-audio-846825371__chunk003,15:25,125.87891,-25.56407,11.294442,-1.1665027
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\19-audio-846825371__chunk004__mel.png,Channel Country,Channel Country,19-audio-846825371__chunk004,17:56,129.06473,-18.76272,6.943514,1.9020603
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\19-audio-846825371__chunk005__mel.png,Channel Country,Channel Country,19-audio-846825371__chunk005,7:07,124.32254,-25.58433,6.5415545,-0.24273373
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\19-audio-846825371__chunk006__mel.png,Channel Country,Channel Country,19-audio-846825371__chunk006,17:43,127.85617,-28.70864,5.71708,-1.6351897
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\19-audio-846825371__chunk007__mel.png,Channel Country,Channel Country,19-audio-846825371__chunk007,7:05,134.28647,-26.4699,5.2603965,0.38460913
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\19-audio-846825371__chunk008__mel.png,Channel Country,Channel Country,19-audio-846825371__chunk008,7:01,132.30344,-23.09028,4.577406,-2.9084425
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\19-audio-846825371__chunk009__mel.png,Channel Country,Channel Country,19-audio-846825371__chunk009,7:57,136.09229,-23.0505,3.5959854,19.011906
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\19-audio-846825371__chunk010__mel.png,Channel Country,Channel Country,19-audio-846825371__chunk010,9:02,133.39252,-24.54189,5.8544827,23.67719
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk000__mel.png,Central Ranges,Central Ranges,20-audio-2524705197__chunk000,12:46,123.52675,-20.88845,11.142836,-0.633614
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk001__mel.png,Central Ranges,Central Ranges,20-audio-2524705197__chunk001,10:33,122.55607,-19.8886,14.787639,2.5120418
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk002__mel.png,Central Ranges,Central Ranges,20-audio-2524705197__chunk002,15:25,125.87891,-25.56407,12.022698,-0.50920147
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk003__mel.png,Central Ranges,Central Ranges,20-audio-2524705197__chunk003,7:27,125.45458,-22.46139,12.77574,-0.9631879
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk004__mel.png,Central Ranges,Central Ranges,20-audio-2524705197__chunk004,9:49,138.8985,-23.51181,30.42974,8.229674
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk005__mel.png,Central Ranges,Central Ranges,20-audio-2524705197__chunk005,7:38,131.41563,-22.50839,15.0215225,0.1532417
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk006__mel.png,Central Ranges,Central Ranges,20-audio-2524705197__chunk006,15:25,125.87891,-25.56407,13.160404,1.9978285
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk007__mel.png,Central Ranges,Central Ranges,20-audio-2524705197__chunk007,7:01,132.30344,-23.09028,11.363445,-3.4281452
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk008__mel.png,Central Ranges,Central Ranges,20-audio-2524705197__chunk008,8:00,131.40052,-25.53582,4.982108,-2.6803815
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk009__mel.png,Central Ranges,Central Ranges,20-audio-2524705197__chunk009,16:37,134.74119,-19.85776,7.422385,-0.65175366
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk010__mel.png,Central Ranges,Central Ranges,20-audio-2524705197__chunk010,6:55,138.84692,-30.81709,5.5073924,0.53812313
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk011__mel.png,Central Ranges,Central Ranges,20-audio-2524705197__chunk011,9:23,125.1139,-27.32218,3.8370988,-2.7968612
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk012__mel.png,Central Ranges,Central Ranges,20-audio-2524705197__chunk012,8:00,129.00374,-21.87641,9.593628,-2.664161
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk013__mel.png,Central Ranges,Central Ranges,20-audio-2524705197__chunk013,17:24,126.94685,-26.44284,10.39246,-1.9344484
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk014__mel.png,Central Ranges,Central Ranges,20-audio-2524705197__chunk014,10:13,133.9099,-21.19183,13.531606,0.24328524
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk015__mel.png,Central Ranges,Central Ranges,20-audio-2524705197__chunk015,11:21,122.22145,-22.39465,10.168885,1.2437922
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk016__mel.png,Central Ranges,Central Ranges,20-audio-2524705197__chunk016,11:21,122.22145,-22.39465,8.718779,-1.4313883
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk017__mel.png,Central Ranges,Central Ranges,20-audio-2524705197__chunk017,9:02,133.39252,-24.54189,8.3695755,-1.296249
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk018__mel.png,Central Ranges,Central Ranges,20-audio-2524705197__chunk018,5:48,137.28936,-28.66026,4.5966873,-4.831053
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk019__mel.png,Central Ranges,Central Ranges,20-audio-2524705197__chunk019,16:28,131.70095,-20.47626,6.8489757,-3.1383207
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk020__mel.png,Central Ranges,Central Ranges,20-audio-2524705197__chunk020,8:58,137.8256,-18.04151,10.224247,-0.19553685
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk021__mel.png,Central Ranges,Central Ranges,20-audio-2524705197__chunk021,5:04,130.38363,-25.05016,8.762834,2.8035274
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk022__mel.png,Central Ranges,Central Ranges,20-audio-2524705197__chunk022,12:58,126.3495,-23.31791,6.00792,-0.9968523
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk023__mel.png,Central Ranges,Central Ranges,20-audio-2524705197__chunk023,12:46,123.52675,-20.88845,9.435897,1.4216262
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk024__mel.png,Central Ranges,Central Ranges,20-audio-2524705197__chunk024,14:13,132.91453,-27.28401,-0.25380516,18.329718
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\20-audio-2524705197__chunk025__mel.png,Central Ranges,Central Ranges,20-audio-2524705197__chunk025,18:07,130.83273,-25.18678,0.7171802,19.714542
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\21-audio-4254968435__chunk000__mel.png,MacDonnell Ranges,MacDonnell Ranges,21-audio-4254968435__chunk000,9:26,132.58951,-28.9532,15.578836,-16.923016
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\22-audio-69259617__chunk000__mel.png,MacDonnell Ranges,MacDonnell Ranges,22-audio-69259617__chunk000,17:06,135.92697,-22.01439,-10.073982,14.757678
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\22-audio-69259617__chunk001__mel.png,MacDonnell Ranges,MacDonnell Ranges,22-audio-69259617__chunk001,10:49,132.28219,-28.50857,-20.12174,-1.2592411
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\22-audio-69259617__chunk002__mel.png,MacDonnell Ranges,MacDonnell Ranges,22-audio-69259617__chunk002,18:29,134.97253,-19.35341,-6.2903185,5.988761
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\22-audio-69259617__chunk003__mel.png,MacDonnell Ranges,MacDonnell Ranges,22-audio-69259617__chunk003,17:38,127.43177,-22.11884,12.250114,1.7555803
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\22-audio-69259617__chunk004__mel.png,MacDonnell Ranges,MacDonnell Ranges,22-audio-69259617__chunk004,12:46,122.67343,-28.777,4.328207,27.126955
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\23-audio-1624911151__chunk000__mel.png,Channel Country,Channel Country,23-audio-1624911151__chunk000,11:16,133.76372,-30.07904,-0.7683905,-24.738892
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\23-audio-1624911151__chunk001__mel.png,Channel Country,Channel Country,23-audio-1624911151__chunk001,14:25,133.75745,-27.50972,-0.5653525,-23.955051
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\23-audio-1624911151__chunk002__mel.png,Channel Country,Channel Country,23-audio-1624911151__chunk002,16:11,131.36495,-24.94914,-0.3878478,-23.65127
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\23-audio-1624911151__chunk003__mel.png,Channel Country,Channel Country,23-audio-1624911151__chunk003,6:38,124.1552,-18.96269,-3.4489543,-24.625885
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\24-audio-9949707793__chunk000__mel.png,Channel Country,Channel Country,24-audio-9949707793__chunk000,10:55,125.17441,-20.34459,-9.441014,-7.202663
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\24-audio-9949707793__chunk001__mel.png,Channel Country,Channel Country,24-audio-9949707793__chunk001,18:29,134.97253,-19.35341,-3.6614485,-21.514305
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\24-audio-9949707793__chunk002__mel.png,Channel Country,Channel Country,24-audio-9949707793__chunk002,15:29,127.78782,-26.16668,-4.758446,-21.886286
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\24-audio-9949707793__chunk003__mel.png,Channel Country,Channel Country,24-audio-9949707793__chunk003,11:16,133.76372,-30.07904,-1.7217865,-20.761446
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\24-audio-9949707793__chunk004__mel.png,Channel Country,Channel Country,24-audio-9949707793__chunk004,17:11,133.73005,-30.86971,-6.0165668,-12.08084
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\25-audio-8100432271__chunk000__mel.png,MacDonnell Ranges,MacDonnell Ranges,25-audio-8100432271__chunk000,18:46,135.6516,-24.06287,0.9113805,10.264769
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\25-audio-8100432271__chunk001__mel.png,MacDonnell Ranges,MacDonnell Ranges,25-audio-8100432271__chunk001,15:25,125.87891,-25.56407,12.7279215,-17.377878
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\25-audio-8100432271__chunk002__mel.png,MacDonnell Ranges,MacDonnell Ranges,25-audio-8100432271__chunk002,18:42,138.24776,-20.18995,13.304561,-15.536706
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\25-audio-8100432271__chunk003__mel.png,MacDonnell Ranges,MacDonnell Ranges,25-audio-8100432271__chunk003,9:24,128.55546,-28.21251,13.419125,-20.40892
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\25-audio-8100432271__chunk004__mel.png,MacDonnell Ranges,MacDonnell Ranges,25-audio-8100432271__chunk004,17:43,127.85617,-28.70864,9.933083,-11.284574
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\25-audio-8100432271__chunk005__mel.png,MacDonnell Ranges,MacDonnell Ranges,25-audio-8100432271__chunk005,10:31,127.43729,-29.10171,1.686217,11.324525
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\25-audio-8100432271__chunk006__mel.png,MacDonnell Ranges,MacDonnell Ranges,25-audio-8100432271__chunk006,18:46,135.6516,-24.06287,11.238392,-18.834291
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\25-audio-8100432271__chunk007__mel.png,MacDonnell Ranges,MacDonnell Ranges,25-audio-8100432271__chunk007,8:42,128.43265,-31.22621,11.385134,-11.44829
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\25-audio-8100432271__chunk008__mel.png,MacDonnell Ranges,MacDonnell Ranges,25-audio-8100432271__chunk008,6:38,124.1552,-18.96269,11.87045,-19.4552
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\25-audio-8100432271__chunk009__mel.png,MacDonnell Ranges,MacDonnell Ranges,25-audio-8100432271__chunk009,5:20,137.73802,-27.74685,13.012672,-10.335289
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\25-audio-8100432271__chunk010__mel.png,MacDonnell Ranges,MacDonnell Ranges,25-audio-8100432271__chunk010,5:35,133.09356,-31.237,12.4590435,-10.419743
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\25-audio-8100432271__chunk011__mel.png,MacDonnell Ranges,MacDonnell Ranges,25-audio-8100432271__chunk011,15:53,125.56058,-27.42834,12.72219,-16.278742
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\25-audio-8100432271__chunk012__mel.png,MacDonnell Ranges,MacDonnell Ranges,25-audio-8100432271__chunk012,9:52,133.35918,-20.01279,7.8609376,-9.247704
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\25-audio-8100432271__chunk013__mel.png,MacDonnell Ranges,MacDonnell Ranges,25-audio-8100432271__chunk013,6:46,127.55,-28.17198,14.160138,-18.37964
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\25-audio-8100432271__chunk014__mel.png,MacDonnell Ranges,MacDonnell Ranges,25-audio-8100432271__chunk014,10:49,132.28219,-28.50857,13.867381,-16.8878
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\25-audio-8100432271__chunk015__mel.png,MacDonnell Ranges,MacDonnell Ranges,25-audio-8100432271__chunk015,8:42,128.43265,-31.22621,6.353073,5.6008816
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\25-audio-8100432271__chunk016__mel.png,MacDonnell Ranges,MacDonnell Ranges,25-audio-8100432271__chunk016,11:01,126.76276,-18.49674,-1.2881837,13.747596
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\25-audio-8100432271__chunk017__mel.png,MacDonnell Ranges,MacDonnell Ranges,25-audio-8100432271__chunk017,16:49,128.09222,-24.44662,13.097063,-12.610411
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\25-audio-8100432271__chunk018__mel.png,MacDonnell Ranges,MacDonnell Ranges,25-audio-8100432271__chunk018,18:56,139.25173,-26.89113,13.862239,-19.46162
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\25-audio-8100432271__chunk019__mel.png,MacDonnell Ranges,MacDonnell Ranges,25-audio-8100432271__chunk019,10:16,130.62865,-21.07578,12.858644,-12.178324
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\25-audio-8100432271__chunk020__mel.png,MacDonnell Ranges,MacDonnell Ranges,25-audio-8100432271__chunk020,11:16,133.76372,-30.07904,11.054932,-15.710545
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\25-audio-8100432271__chunk021__mel.png,MacDonnell Ranges,MacDonnell Ranges,25-audio-8100432271__chunk021,10:37,122.53293,-22.51798,11.831957,-18.215574
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\25-audio-8100432271__chunk022__mel.png,MacDonnell Ranges,MacDonnell Ranges,25-audio-8100432271__chunk022,16:09,136.92972,-30.47198,10.631206,-14.905661
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\25-audio-8100432271__chunk023__mel.png,MacDonnell Ranges,MacDonnell Ranges,25-audio-8100432271__chunk023,14:57,130.29385,-31.32003,12.957708,-14.105856
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\25-audio-8100432271__chunk024__mel.png,MacDonnell Ranges,MacDonnell Ranges,25-audio-8100432271__chunk024,9:49,138.8985,-23.51181,11.474699,-14.621558
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\25-audio-8100432271__chunk025__mel.png,MacDonnell Ranges,MacDonnell Ranges,25-audio-8100432271__chunk025,5:55,126.4292,-31.42489,9.159406,-14.755379
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\25-audio-8100432271__chunk026__mel.png,MacDonnell Ranges,MacDonnell Ranges,25-audio-8100432271__chunk026,16:01,127.69185,-22.86594,9.266479,-5.2637367
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\25-audio-8100432271__chunk027__mel.png,MacDonnell Ranges,MacDonnell Ranges,25-audio-8100432271__chunk027,9:09,134.34338,-26.6875,-2.0027597,5.0413713
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\25-audio-8100432271__chunk028__mel.png,MacDonnell Ranges,MacDonnell Ranges,25-audio-8100432271__chunk028,17:33,124.28438,-23.81506,5.9401054,-8.879123
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\25-audio-8100432271__chunk029__mel.png,MacDonnell Ranges,MacDonnell Ranges,25-audio-8100432271__chunk029,10:13,133.9099,-21.19183,-1.7430191,4.8166595
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\25-audio-8100432271__chunk030__mel.png,MacDonnell Ranges,MacDonnell Ranges,25-audio-8100432271__chunk030,8:20,124.12119,-27.97003,9.6556835,-9.718911
