recording_id,spectrogram_path,spectrogram_path.1,duration_sec,low_freq_hz,peak_freq_hz,high_freq_hz,peak_amplitude_db,snr_db,latitude,longitude,ibra_bioregion,habitat,date,time_local,season,temp_celcius,humidity,sex,age_class,timestamp,hour,month,spec_fullpath,label,label_idx,cnn_pred,cnn_conf,crnn_pred,crnn_conf,dummy,kmeans_cluster,hdbscan_cluster
17-audio-8900378827__chunk011,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk011__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk011__mel.png,5,2555.0,2882.4,3761.9,92.0,10.6,-26.20363,127.71744,Burt Plain,Eucalypt open woodland,17/11/2023,6:05,Spring,28.0,37.3,Male,Adult,2023-11-17 06:05:00,6,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk011__mel.png,Burt Plain,0,Burt Plain,0.63589233,Central Ranges,0.31576815,0,0,-1
17-audio-8900378827__chunk012,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk012__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk012__mel.png,5,610.5,986.3,1205.6,63.1,18.0,-31.05474,122.95053,Burt Plain,Eucalypt open woodland,17/11/2023,5:00,Spring,21.5,68.5,Male,Adult,2023-11-17 05:00:00,5,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk012__mel.png,Burt Plain,0,Burt Plain,0.92769635,Great Victoria Desert,0.35615432,0,4,1
17-audio-8900378827__chunk013,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk013__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk013__mel.png,5,307.0,658.8,2257.8,52.4,10.9,-30.0845,132.34769,Burt Plain,Eucalypt open woodland,17/11/2023,18:57,Spring,18.4,55.5,Male,Adult,2023-11-17 18:57:00,18,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk013__mel.png,Burt Plain,0,Burt Plain,0.83890915,Great Victoria Desert,0.3795108,0,4,1
17-audio-8900378827__chunk014,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk014__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk014__mel.png,5,610.5,986.3,1205.6,63.1,18.0,-31.05474,122.95053,Burt Plain,Eucalypt open woodland,17/11/2023,5:00,Spring,21.5,68.5,Male,Adult,2023-11-17 05:00:00,5,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk014__mel.png,Burt Plain,0,Burt Plain,0.9345258,Great Victoria Desert,0.34661692,0,4,1
17-audio-8900378827__chunk015,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk015__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk015__mel.png,5,1408.9,1909.6,2497.9,85.5,9.6,-25.8565,127.45336,Burt Plain,Eucalypt open woodland,17/11/2023,10:10,Spring,15.9,67.7,Male,Adult,2023-11-17 10:10:00,10,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk015__mel.png,Burt Plain,0,Burt Plain,0.9984504,Great Victoria Desert,0.32935578,0,3,1
17-audio-8900378827__chunk016,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk016__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk016__mel.png,5,1666.8,1887.0,2807.5,86.1,15.4,-21.36046,124.30928,Burt Plain,Eucalypt open woodland,17/11/2023,15:55,Spring,32.5,65.2,Male,Adult,2023-11-17 15:55:00,15,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk016__mel.png,Burt Plain,0,Burt Plain,0.9816898,Great Victoria Desert,0.35288092,0,3,1
17-audio-8900378827__chunk017,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk017__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk017__mel.png,5,819.1,1099.1,1326.2,72.4,12.4,-28.62841,124.57439,Burt Plain,Eucalypt open woodland,17/11/2023,15:52,Spring,30.9,78.5,Male,Adult,2023-11-17 15:52:00,15,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk017__mel.png,Burt Plain,0,Burt Plain,0.98741955,Great Victoria Desert,0.308693,0,3,1
17-audio-8900378827__chunk018,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk018__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk018__mel.png,5,720.9,1035.4,1348.5,74.0,19.7,-22.86594,127.69185,Burt Plain,Eucalypt open woodland,17/11/2023,16:01,Spring,32.4,43.5,Male,Adult,2023-11-17 16:01:00,16,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk018__mel.png,Burt Plain,0,Burt Plain,0.99896014,Murray-Darling Depression,0.35220182,0,3,1
17-audio-8900378827__chunk019,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk019__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk019__mel.png,5,1098.9,1459.8,1753.3,75.7,10.3,-30.47198,136.92972,Burt Plain,Eucalypt open woodland,17/11/2023,16:09,Spring,13.1,50.7,Male,Adult,2023-11-17 16:09:00,16,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk019__mel.png,Burt Plain,0,Burt Plain,0.8942137,Great Victoria Desert,0.21059008,0,4,1
17-audio-8900378827__chunk020,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk020__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk020__mel.png,5,1126.0,1503.5,1852.2,67.0,18.5,-23.86615,129.36452,Burt Plain,Eucalypt open woodland,17/11/2023,13:25,Spring,23.8,46.1,Male,Adult,2023-11-17 13:25:00,13,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk020__mel.png,Burt Plain,0,Burt Plain,0.96002257,Central Ranges,0.29707626,0,4,1
17-audio-8900378827__chunk021,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk021__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk021__mel.png,5,621.5,955.0,1286.1,73.3,10.3,-27.42834,125.56058,Burt Plain,Eucalypt open woodland,17/11/2023,15:53,Spring,16.1,30.0,Male,Adult,2023-11-17 15:53:00,15,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk021__mel.png,Burt Plain,0,Burt Plain,0.99740124,Murray-Darling Depression,0.33451334,0,3,1
17-audio-8900378827__chunk022,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk022__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk022__mel.png,5,905.0,1165.4,1549.1,75.6,11.7,-18.04151,137.8256,Burt Plain,Eucalypt open woodland,17/11/2023,8:58,Spring,28.8,19.8,Male,Adult,2023-11-17 08:58:00,8,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk022__mel.png,Burt Plain,0,Burt Plain,0.99849546,Murray-Darling Depression,0.32631615,0,3,1
17-audio-8900378827__chunk023,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk023__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk023__mel.png,5,274.0,436.6,1712.2,52.4,14.0,-20.29257,122.32689,Burt Plain,Eucalypt open woodland,17/11/2023,13:20,Spring,32.4,75.8,Male,Adult,2023-11-17 13:20:00,13,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk023__mel.png,Burt Plain,0,Burt Plain,0.9972109,Murray-Darling Depression,0.40119246,0,3,1
17-audio-8900378827__chunk024,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk024__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk024__mel.png,5,738.7,1006.5,1244.8,60.5,23.9,-25.7251,127.53563,Burt Plain,Eucalypt open woodland,17/11/2023,13:22,Spring,25.6,32.3,Male,Adult,2023-11-17 13:22:00,13,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk024__mel.png,Burt Plain,0,Burt Plain,0.99965906,Murray-Darling Depression,0.385312,0,3,1
17-audio-8900378827__chunk025,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk025__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk025__mel.png,5,421.9,726.7,1656.9,64.3,16.3,-28.44031,138.53829,Burt Plain,Eucalypt open woodland,17/11/2023,11:21,Spring,38.3,83.9,Male,Adult,2023-11-17 11:21:00,11,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk025__mel.png,Burt Plain,0,Burt Plain,0.9995214,Murray-Darling Depression,0.42841783,0,3,1
17-audio-8900378827__chunk026,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk026__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk026__mel.png,5,1913.5,2311.2,2955.7,91.4,14.6,-20.28742,123.95583,Burt Plain,Eucalypt open woodland,17/11/2023,8:09,Spring,30.5,73.9,Male,Adult,2023-11-17 08:09:00,8,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk026__mel.png,Burt Plain,0,Burt Plain,0.99706906,Great Victoria Desert,0.38249388,0,3,1
17-audio-8900378827__chunk027,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk027__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk027__mel.png,5,905.0,1165.4,1549.1,75.6,11.7,-18.04151,137.8256,Burt Plain,Eucalypt open woodland,17/11/2023,8:58,Spring,28.8,19.8,Male,Adult,2023-11-17 08:58:00,8,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk027__mel.png,Burt Plain,0,Burt Plain,0.8225748,Great Victoria Desert,0.29239744,0,4,1
17-audio-8900378827__chunk028,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk028__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk028__mel.png,5,905.0,1165.4,1549.1,75.6,11.7,-18.04151,137.8256,Burt Plain,Eucalypt open woodland,17/11/2023,8:58,Spring,28.8,19.8,Male,Adult,2023-11-17 08:58:00,8,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk028__mel.png,Burt Plain,0,Burt Plain,0.9953193,Great Victoria Desert,0.3469765,0,4,1
17-audio-8900378827__chunk029,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk029__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk029__mel.png,5,1780.3,2233.6,3189.6,98.7,12.7,-27.39033,130.11884,Burt Plain,Eucalypt open woodland,17/11/2023,12:57,Spring,21.2,60.1,Male,Adult,2023-11-17 12:57:00,12,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk029__mel.png,Burt Plain,0,Burt Plain,0.99683577,Great Victoria Desert,0.3419213,0,3,1
17-audio-8900378827__chunk030,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk030__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk030__mel.png,5,971.4,1353.4,1750.1,78.7,14.8,-25.01656,131.5654,Burt Plain,Eucalypt open woodland,17/11/2023,6:28,Spring,25.6,79.0,Male,Adult,2023-11-17 06:28:00,6,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk030__mel.png,Burt Plain,0,Burt Plain,0.98784536,Great Victoria Desert,0.35769302,0,3,1
17-audio-8900378827__chunk031,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk031__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk031__mel.png,5,80.0,320.1,1834.1,63.7,17.9,-24.56021,133.87992,Burt Plain,Eucalypt open woodland,17/11/2023,9:14,Spring,34.9,38.7,Male,Adult,2023-11-17 09:14:00,9,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk031__mel.png,Burt Plain,0,Burt Plain,0.9984518,Murray-Darling Depression,0.3086348,0,3,1
17-audio-8900378827__chunk032,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk032__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk032__mel.png,5,166.7,318.1,1159.4,60.1,15.6,-28.66026,137.28936,Burt Plain,Eucalypt open woodland,17/11/2023,5:48,Spring,30.5,79.7,Male,Adult,2023-11-17 05:48:00,5,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk032__mel.png,Burt Plain,0,Burt Plain,0.9988606,Murray-Darling Depression,0.34215647,0,3,1
17-audio-8900378827__chunk033,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk033__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk033__mel.png,5,513.4,774.0,1003.1,71.1,20.0,-24.4069,124.9756,Burt Plain,Eucalypt open woodland,17/11/2023,8:32,Spring,24.1,74.2,Male,Adult,2023-11-17 08:32:00,8,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk033__mel.png,Burt Plain,0,Burt Plain,0.9942537,Murray-Darling Depression,0.29183415,0,3,1
17-audio-8900378827__chunk034,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk034__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk034__mel.png,5,598.8,833.8,1277.5,62.6,21.6,-25.56407,125.87891,Burt Plain,Eucalypt open woodland,17/11/2023,15:25,Spring,26.7,26.5,Male,Adult,2023-11-17 15:25:00,15,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk034__mel.png,Burt Plain,0,Burt Plain,0.9954802,Murray-Darling Depression,0.32881218,0,3,1
17-audio-8900378827__chunk035,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk035__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk035__mel.png,5,1340.7,1696.7,2695.9,83.9,9.8,-26.0808,133.15403,Burt Plain,Eucalypt open woodland,17/11/2023,18:03,Spring,34.6,17.1,Male,Adult,2023-11-17 18:03:00,18,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk035__mel.png,Burt Plain,0,Burt Plain,0.99892646,Murray-Darling Depression,0.4368709,0,3,1
17-audio-8900378827__chunk036,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk036__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk036__mel.png,5,2212.5,2770.4,3333.9,82.2,19.5,-29.83808,125.55801,Burt Plain,Eucalypt open woodland,17/11/2023,9:04,Spring,29.4,76.4,Male,Adult,2023-11-17 09:04:00,9,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk036__mel.png,Burt Plain,0,Burt Plain,0.99971086,Murray-Darling Depression,0.38161215,0,3,1
17-audio-8900378827__chunk037,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk037__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk037__mel.png,5,323.3,495.8,1357.7,64.5,11.4,-18.97042,133.01998,Burt Plain,Eucalypt open woodland,17/11/2023,5:29,Spring,28.8,27.0,Male,Adult,2023-11-17 05:29:00,5,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk037__mel.png,Burt Plain,0,Burt Plain,0.9973406,Murray-Darling Depression,0.34970218,0,3,1
17-audio-8900378827__chunk038,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk038__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk038__mel.png,5,286.5,606.6,997.8,53.0,19.6,-22.39465,122.22145,Burt Plain,Eucalypt open woodland,17/11/2023,11:21,Spring,16.4,33.6,Male,Adult,2023-11-17 11:21:00,11,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk038__mel.png,Burt Plain,0,Burt Plain,0.9988715,Murray-Darling Depression,0.44757882,0,3,1
17-audio-8900378827__chunk039,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk039__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk039__mel.png,5,323.3,495.8,1357.7,64.5,11.4,-18.97042,133.01998,Burt Plain,Eucalypt open woodland,17/11/2023,5:29,Spring,28.8,27.0,Male,Adult,2023-11-17 05:29:00,5,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk039__mel.png,Burt Plain,0,Burt Plain,0.9996625,Murray-Darling Depression,0.4063081,0,3,1
17-audio-8900378827__chunk040,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk040__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk040__mel.png,5,80.0,348.4,1472.4,65.2,17.7,-30.86971,133.73005,Burt Plain,Eucalypt open woodland,17/11/2023,17:11,Spring,24.7,43.3,Male,Adult,2023-11-17 17:11:00,17,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk040__mel.png,Burt Plain,0,Burt Plain,0.997681,Murray-Darling Depression,0.42616984,0,3,1
17-audio-8900378827__chunk041,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk041__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk041__mel.png,5,730.3,1029.1,1361.6,63.2,11.4,-23.77298,125.07067,Burt Plain,Eucalypt open woodland,17/11/2023,17:57,Spring,23.7,37.3,Male,Adult,2023-11-17 17:57:00,17,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk041__mel.png,Burt Plain,0,Burt Plain,0.9352419,Great Victoria Desert,0.35813972,0,4,1
17-audio-8900378827__chunk042,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk042__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk042__mel.png,5,591.4,928.5,1146.3,55.4,19.6,-29.26319,134.23149,Burt Plain,Eucalypt open woodland,17/11/2023,7:59,Spring,19.7,27.1,Male,Adult,2023-11-17 07:59:00,7,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk042__mel.png,Burt Plain,0,Burt Plain,0.96569157,Great Victoria Desert,0.34995928,0,4,1
17-audio-8900378827__chunk043,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk043__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk043__mel.png,5,762.5,1098.0,1551.7,65.2,13.9,-18.49674,126.76276,Burt Plain,Eucalypt open woodland,17/11/2023,11:01,Spring,16.5,30.5,Male,Adult,2023-11-17 11:01:00,11,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk043__mel.png,Burt Plain,0,Burt Plain,0.9977983,Murray-Darling Depression,0.42302707,0,3,1
17-audio-8900378827__chunk044,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk044__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk044__mel.png,5,421.9,726.7,1656.9,64.3,16.3,-28.44031,138.53829,Burt Plain,Eucalypt open woodland,17/11/2023,11:21,Spring,38.3,83.9,Male,Adult,2023-11-17 11:21:00,11,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk044__mel.png,Burt Plain,0,Burt Plain,0.99431723,Murray-Darling Depression,0.40223917,0,3,1
17-audio-8900378827__chunk045,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk045__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk045__mel.png,5,2610.5,2949.7,3861.7,86.0,15.1,-26.44284,126.94685,Burt Plain,Eucalypt open woodland,17/11/2023,17:24,Spring,19.3,18.2,Male,Adult,2023-11-17 17:24:00,17,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk045__mel.png,Burt Plain,0,Burt Plain,0.97412586,Murray-Darling Depression,0.4417888,0,3,1
17-audio-8900378827__chunk046,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk046__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk046__mel.png,5,2766.2,2966.7,3671.6,89.8,12.0,-25.96142,136.05046,Burt Plain,Eucalypt open woodland,17/11/2023,16:46,Spring,25.4,35.5,Male,Adult,2023-11-17 16:46:00,16,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk046__mel.png,Burt Plain,0,Burt Plain,0.97145295,Great Victoria Desert,0.45466864,0,3,1
17-audio-8900378827__chunk047,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk047__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk047__mel.png,5,443.8,605.8,1056.2,53.9,19.0,-19.17957,132.21407,Burt Plain,Eucalypt open woodland,17/11/2023,10:33,Spring,23.7,16.6,Male,Adult,2023-11-17 10:33:00,10,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk047__mel.png,Burt Plain,0,Burt Plain,0.996102,Murray-Darling Depression,0.45933905,0,3,1
17-audio-8900378827__chunk048,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk048__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk048__mel.png,5,610.5,986.3,1205.6,63.1,18.0,-31.05474,122.95053,Burt Plain,Eucalypt open woodland,17/11/2023,5:00,Spring,21.5,68.5,Male,Adult,2023-11-17 05:00:00,5,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk048__mel.png,Burt Plain,0,Burt Plain,0.9935749,Murray-Darling Depression,0.4523185,0,3,1
17-audio-8900378827__chunk049,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk049__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk049__mel.png,5,880.9,1256.6,1531.5,62.0,22.2,-25.25531,132.15907,Burt Plain,Eucalypt open woodland,17/11/2023,18:45,Spring,20.0,43.0,Male,Adult,2023-11-17 18:45:00,18,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk049__mel.png,Burt Plain,0,Burt Plain,0.9876808,Great Victoria Desert,0.40030053,0,3,1
17-audio-8900378827__chunk050,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk050__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk050__mel.png,5,421.9,726.7,1656.9,64.3,16.3,-28.44031,138.53829,Burt Plain,Eucalypt open woodland,17/11/2023,11:21,Spring,38.3,83.9,Male,Adult,2023-11-17 11:21:00,11,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk050__mel.png,Burt Plain,0,Burt Plain,0.9974251,Murray-Darling Depression,0.48723942,0,3,1
17-audio-8900378827__chunk051,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk051__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk051__mel.png,5,307.0,658.8,2257.8,52.4,10.9,-30.0845,132.34769,Burt Plain,Eucalypt open woodland,17/11/2023,18:57,Spring,18.4,55.5,Male,Adult,2023-11-17 18:57:00,18,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk051__mel.png,Burt Plain,0,Burt Plain,0.9982103,Murray-Darling Depression,0.41464874,0,3,1
17-audio-8900378827__chunk052,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk052__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk052__mel.png,5,1216.1,1473.4,1858.3,60.5,18.3,-23.12435,123.90615,Burt Plain,Eucalypt open woodland,17/11/2023,6:57,Spring,27.4,82.5,Male,Adult,2023-11-17 06:57:00,6,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk052__mel.png,Burt Plain,0,Burt Plain,0.99752074,Murray-Darling Depression,0.46548504,0,3,1
17-audio-8900378827__chunk053,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk053__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk053__mel.png,5,1325.1,1599.6,1888.0,73.2,11.7,-26.89113,139.25173,Burt Plain,Eucalypt open woodland,17/11/2023,18:56,Spring,28.6,34.7,Male,Adult,2023-11-17 18:56:00,18,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk053__mel.png,Burt Plain,0,Burt Plain,0.99756455,Murray-Darling Depression,0.47562546,0,3,1
17-audio-8900378827__chunk054,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk054__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk054__mel.png,5,2433.8,2703.9,3318.5,89.6,9.8,-28.17198,127.55,Burt Plain,Eucalypt open woodland,17/11/2023,6:46,Spring,22.3,63.5,Male,Adult,2023-11-17 06:46:00,6,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk054__mel.png,Burt Plain,0,Burt Plain,0.9968065,Great Victoria Desert,0.34771484,0,3,1
