recording_id,spectrogram_path,spectrogram_path.1,duration_sec,low_freq_hz,peak_freq_hz,high_freq_hz,peak_amplitude_db,snr_db,latitude,longitude,ibra_bioregion,habitat,date,time_local,season,temp_celcius,humidity,sex,age_class,timestamp,hour,month,spec_fullpath,label,file_exists,label_idx
17-audio-8900378827__chunk027,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk027__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk027__mel.png,5,905.0,1165.4,1549.1,75.6,11.7,-18.04151,137.8256,Burt Plain,Eucalypt open woodland,17/11/2023,8:58,Spring,28.8,19.8,Male,Adult,2023-11-17 08:58:00,8,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk027__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk028,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk028__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk028__mel.png,5,905.0,1165.4,1549.1,75.6,11.7,-18.04151,137.8256,Burt Plain,Eucalypt open woodland,17/11/2023,8:58,Spring,28.8,19.8,Male,Adult,2023-11-17 08:58:00,8,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk028__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk029,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk029__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk029__mel.png,5,1780.3,2233.6,3189.6,98.7,12.7,-27.39033,130.11884,Burt Plain,Eucalypt open woodland,17/11/2023,12:57,Spring,21.2,60.1,Male,Adult,2023-11-17 12:57:00,12,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk029__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk030,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk030__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk030__mel.png,5,971.4,1353.4,1750.1,78.7,14.8,-25.01656,131.5654,Burt Plain,Eucalypt open woodland,17/11/2023,6:28,Spring,25.6,79.0,Male,Adult,2023-11-17 06:28:00,6,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk030__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk031,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk031__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk031__mel.png,5,80.0,320.1,1834.1,63.7,17.9,-24.56021,133.87992,Burt Plain,Eucalypt open woodland,17/11/2023,9:14,Spring,34.9,38.7,Male,Adult,2023-11-17 09:14:00,9,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk031__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk032,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk032__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk032__mel.png,5,166.7,318.1,1159.4,60.1,15.6,-28.66026,137.28936,Burt Plain,Eucalypt open woodland,17/11/2023,5:48,Spring,30.5,79.7,Male,Adult,2023-11-17 05:48:00,5,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk032__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk033,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk033__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk033__mel.png,5,513.4,774.0,1003.1,71.1,20.0,-24.4069,124.9756,Burt Plain,Eucalypt open woodland,17/11/2023,8:32,Spring,24.1,74.2,Male,Adult,2023-11-17 08:32:00,8,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk033__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk034,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk034__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk034__mel.png,5,598.8,833.8,1277.5,62.6,21.6,-25.56407,125.87891,Burt Plain,Eucalypt open woodland,17/11/2023,15:25,Spring,26.7,26.5,Male,Adult,2023-11-17 15:25:00,15,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk034__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk035,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk035__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk035__mel.png,5,1340.7,1696.7,2695.9,83.9,9.8,-26.0808,133.15403,Burt Plain,Eucalypt open woodland,17/11/2023,18:03,Spring,34.6,17.1,Male,Adult,2023-11-17 18:03:00,18,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk035__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk036,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk036__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk036__mel.png,5,2212.5,2770.4,3333.9,82.2,19.5,-29.83808,125.55801,Burt Plain,Eucalypt open woodland,17/11/2023,9:04,Spring,29.4,76.4,Male,Adult,2023-11-17 09:04:00,9,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk036__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk037,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk037__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk037__mel.png,5,323.3,495.8,1357.7,64.5,11.4,-18.97042,133.01998,Burt Plain,Eucalypt open woodland,17/11/2023,5:29,Spring,28.8,27.0,Male,Adult,2023-11-17 05:29:00,5,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk037__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk038,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk038__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk038__mel.png,5,286.5,606.6,997.8,53.0,19.6,-22.39465,122.22145,Burt Plain,Eucalypt open woodland,17/11/2023,11:21,Spring,16.4,33.6,Male,Adult,2023-11-17 11:21:00,11,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk038__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk039,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk039__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk039__mel.png,5,323.3,495.8,1357.7,64.5,11.4,-18.97042,133.01998,Burt Plain,Eucalypt open woodland,17/11/2023,5:29,Spring,28.8,27.0,Male,Adult,2023-11-17 05:29:00,5,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk039__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk040,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk040__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk040__mel.png,5,80.0,348.4,1472.4,65.2,17.7,-30.86971,133.73005,Burt Plain,Eucalypt open woodland,17/11/2023,17:11,Spring,24.7,43.3,Male,Adult,2023-11-17 17:11:00,17,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk040__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk041,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk041__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk041__mel.png,5,730.3,1029.1,1361.6,63.2,11.4,-23.77298,125.07067,Burt Plain,Eucalypt open woodland,17/11/2023,17:57,Spring,23.7,37.3,Male,Adult,2023-11-17 17:57:00,17,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk041__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk042,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk042__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk042__mel.png,5,591.4,928.5,1146.3,55.4,19.6,-29.26319,134.23149,Burt Plain,Eucalypt open woodland,17/11/2023,7:59,Spring,19.7,27.1,Male,Adult,2023-11-17 07:59:00,7,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk042__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk043,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk043__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk043__mel.png,5,762.5,1098.0,1551.7,65.2,13.9,-18.49674,126.76276,Burt Plain,Eucalypt open woodland,17/11/2023,11:01,Spring,16.5,30.5,Male,Adult,2023-11-17 11:01:00,11,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk043__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk044,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk044__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk044__mel.png,5,421.9,726.7,1656.9,64.3,16.3,-28.44031,138.53829,Burt Plain,Eucalypt open woodland,17/11/2023,11:21,Spring,38.3,83.9,Male,Adult,2023-11-17 11:21:00,11,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk044__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk045,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk045__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk045__mel.png,5,2610.5,2949.7,3861.7,86.0,15.1,-26.44284,126.94685,Burt Plain,Eucalypt open woodland,17/11/2023,17:24,Spring,19.3,18.2,Male,Adult,2023-11-17 17:24:00,17,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk045__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk046,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk046__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk046__mel.png,5,2766.2,2966.7,3671.6,89.8,12.0,-25.96142,136.05046,Burt Plain,Eucalypt open woodland,17/11/2023,16:46,Spring,25.4,35.5,Male,Adult,2023-11-17 16:46:00,16,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk046__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk047,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk047__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk047__mel.png,5,443.8,605.8,1056.2,53.9,19.0,-19.17957,132.21407,Burt Plain,Eucalypt open woodland,17/11/2023,10:33,Spring,23.7,16.6,Male,Adult,2023-11-17 10:33:00,10,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk047__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk048,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk048__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk048__mel.png,5,610.5,986.3,1205.6,63.1,18.0,-31.05474,122.95053,Burt Plain,Eucalypt open woodland,17/11/2023,5:00,Spring,21.5,68.5,Male,Adult,2023-11-17 05:00:00,5,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk048__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk049,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk049__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk049__mel.png,5,880.9,1256.6,1531.5,62.0,22.2,-25.25531,132.15907,Burt Plain,Eucalypt open woodland,17/11/2023,18:45,Spring,20.0,43.0,Male,Adult,2023-11-17 18:45:00,18,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk049__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk050,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk050__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk050__mel.png,5,421.9,726.7,1656.9,64.3,16.3,-28.44031,138.53829,Burt Plain,Eucalypt open woodland,17/11/2023,11:21,Spring,38.3,83.9,Male,Adult,2023-11-17 11:21:00,11,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk050__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk051,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk051__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk051__mel.png,5,307.0,658.8,2257.8,52.4,10.9,-30.0845,132.34769,Burt Plain,Eucalypt open woodland,17/11/2023,18:57,Spring,18.4,55.5,Male,Adult,2023-11-17 18:57:00,18,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk051__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk052,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk052__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk052__mel.png,5,1216.1,1473.4,1858.3,60.5,18.3,-23.12435,123.90615,Burt Plain,Eucalypt open woodland,17/11/2023,6:57,Spring,27.4,82.5,Male,Adult,2023-11-17 06:57:00,6,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk052__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk053,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk053__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk053__mel.png,5,1325.1,1599.6,1888.0,73.2,11.7,-26.89113,139.25173,Burt Plain,Eucalypt open woodland,17/11/2023,18:56,Spring,28.6,34.7,Male,Adult,2023-11-17 18:56:00,18,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk053__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk054,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk054__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk054__mel.png,5,2433.8,2703.9,3318.5,89.6,9.8,-28.17198,127.55,Burt Plain,Eucalypt open woodland,17/11/2023,6:46,Spring,22.3,63.5,Male,Adult,2023-11-17 06:46:00,6,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk054__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk055,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk055__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk055__mel.png,5,1805.0,2317.9,3166.7,96.3,13.4,-20.5122,126.33356,Burt Plain,Eucalypt open woodland,17/11/2023,10:03,Spring,28.0,46.1,Male,Adult,2023-11-17 10:03:00,10,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk055__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk056,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk056__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk056__mel.png,5,880.9,1256.6,1531.5,62.0,22.2,-25.25531,132.15907,Burt Plain,Eucalypt open woodland,17/11/2023,18:45,Spring,20.0,43.0,Male,Adult,2023-11-17 18:45:00,18,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk056__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk057,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk057__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk057__mel.png,5,714.3,1034.6,1406.2,65.7,15.9,-21.38926,136.87901,Burt Plain,Eucalypt open woodland,17/11/2023,12:51,Spring,26.9,31.8,Male,Adult,2023-11-17 12:51:00,12,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk057__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk058,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk058__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk058__mel.png,5,880.9,1256.6,1531.5,62.0,22.2,-25.25531,132.15907,Burt Plain,Eucalypt open woodland,17/11/2023,18:45,Spring,20.0,43.0,Male,Adult,2023-11-17 18:45:00,18,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk058__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk059,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk059__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk059__mel.png,5,1184.1,1452.4,1662.4,66.8,21.9,-23.28208,135.51509,Burt Plain,Eucalypt open woodland,17/11/2023,16:06,Spring,35.7,79.4,Male,Adult,2023-11-17 16:06:00,16,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk059__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk060,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk060__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk060__mel.png,5,880.9,1256.6,1531.5,62.0,22.2,-25.25531,132.15907,Burt Plain,Eucalypt open woodland,17/11/2023,18:45,Spring,20.0,43.0,Male,Adult,2023-11-17 18:45:00,18,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk060__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk061,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk061__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk061__mel.png,5,835.9,1021.3,1478.3,69.0,21.4,-25.9507,133.29156,Burt Plain,Eucalypt open woodland,17/11/2023,13:10,Spring,24.6,18.2,Male,Adult,2023-11-17 13:10:00,13,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk061__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk062,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk062__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk062__mel.png,5,2433.8,2703.9,3318.5,89.6,9.8,-28.17198,127.55,Burt Plain,Eucalypt open woodland,17/11/2023,6:46,Spring,22.3,63.5,Male,Adult,2023-11-17 06:46:00,6,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk062__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk063,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk063__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk063__mel.png,5,2629.9,3130.7,3855.2,85.7,18.8,-28.70864,127.85617,Burt Plain,Eucalypt open woodland,17/11/2023,17:43,Spring,22.9,66.2,Male,Adult,2023-11-17 17:43:00,17,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk063__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk064,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk064__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk064__mel.png,5,1409.9,1719.9,2203.1,85.7,16.1,-19.25542,125.6454,Burt Plain,Eucalypt open woodland,17/11/2023,12:35,Spring,13.4,81.6,Male,Adult,2023-11-17 12:35:00,12,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk064__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk065,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk065__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk065__mel.png,5,2212.5,2770.4,3333.9,82.2,19.5,-29.83808,125.55801,Burt Plain,Eucalypt open woodland,17/11/2023,9:04,Spring,29.4,76.4,Male,Adult,2023-11-17 09:04:00,9,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk065__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk066,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk066__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk066__mel.png,5,872.0,1267.9,1738.8,66.6,20.8,-27.28401,132.91453,Burt Plain,Eucalypt open woodland,17/11/2023,14:13,Spring,21.6,13.8,Male,Adult,2023-11-17 14:13:00,14,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk066__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk067,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk067__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk067__mel.png,5,344.2,510.9,1785.2,50.7,13.7,-31.28833,139.66497,Burt Plain,Eucalypt open woodland,17/11/2023,11:33,Spring,24.2,46.7,Male,Adult,2023-11-17 11:33:00,11,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk067__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk068,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk068__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk068__mel.png,5,2433.8,2703.9,3318.5,89.6,9.8,-28.17198,127.55,Burt Plain,Eucalypt open woodland,17/11/2023,6:46,Spring,22.3,63.5,Male,Adult,2023-11-17 06:46:00,6,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk068__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk069,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk069__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk069__mel.png,5,1341.3,1640.7,1924.3,68.0,10.9,-29.17229,122.31804,Burt Plain,Eucalypt open woodland,17/11/2023,11:20,Spring,27.1,37.1,Male,Adult,2023-11-17 11:20:00,11,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk069__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk070,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk070__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk070__mel.png,5,962.4,1216.4,1538.8,52.4,23.6,-26.4699,134.28647,Burt Plain,Eucalypt open woodland,17/11/2023,7:05,Spring,19.2,25.0,Male,Adult,2023-11-17 07:05:00,7,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk070__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk071,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk071__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk071__mel.png,5,1962.9,2413.3,2934.4,96.0,15.4,-19.90208,139.07918,Burt Plain,Eucalypt open woodland,17/11/2023,9:52,Spring,20.9,28.5,Male,Adult,2023-11-17 09:52:00,9,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk071__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk072,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk072__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk072__mel.png,5,919.2,1276.6,1754.9,65.4,20.3,-22.50839,131.41563,Burt Plain,Eucalypt open woodland,17/11/2023,7:38,Spring,28.3,82.1,Male,Adult,2023-11-17 07:38:00,7,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk072__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk073,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk073__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk073__mel.png,5,755.1,969.5,1337.9,61.1,14.2,-27.32218,125.1139,Burt Plain,Eucalypt open woodland,17/11/2023,9:23,Spring,15.0,13.1,Male,Adult,2023-11-17 09:23:00,9,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk073__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk074,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk074__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk074__mel.png,5,220.3,561.3,2000.7,57.3,13.2,-18.96269,124.1552,Burt Plain,Eucalypt open woodland,17/11/2023,6:38,Spring,34.9,60.0,Male,Adult,2023-11-17 06:38:00,6,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk074__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk075,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk075__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk075__mel.png,5,2395.2,2960.3,3487.6,89.4,16.8,-19.70288,128.82295,Burt Plain,Eucalypt open woodland,17/11/2023,12:14,Spring,33.3,65.4,Male,Adult,2023-11-17 12:14:00,12,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk075__mel.png,Burt Plain,True,0
17-audio-8900378827__chunk076,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk076__mel.png,spectrograms/Lophochroa_leadbeateri/17-audio-8900378827__chunk076__mel.png,5,80.0,348.4,1472.4,65.2,17.7,-30.86971,133.73005,Burt Plain,Eucalypt open woodland,17/11/2023,17:11,Spring,24.7,43.3,Male,Adult,2023-11-17 17:11:00,17,11,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk076__mel.png,Burt Plain,True,0
